Index,Title,RED,GREEN,BLUE,HUE,SATURATION,VALUE,HUE,LUMO,SATURATION 2,RGB AVG
2221,The Pedestrian,140.24,155.60,134.29,0.29,0.14,155.60,0.29,144.95,-0.07,143.38
242,Blue Dragon - Awakened Shadow,85.66,97.80,81.18,0.29,0.17,97.80,0.29,89.49,-0.09,88.21
1250,Mega Man Legends 2,100.65,130.37,90.65,0.29,0.30,130.37,0.29,110.51,-0.18,107.22
400,Crash Twinsanity,101.01,148.68,83.82,0.29,0.44,148.68,0.29,116.25,-0.28,111.17
130,Assassin's Creed Unity,117.23,119.50,116.67,0.30,0.02,119.50,0.30,118.09,-0.01,117.80
569,Dragon Quest IX - Sentinels of the Starry Skies,131.49,139.54,129.66,0.30,0.07,139.54,0.30,134.60,-0.04,133.56
2222,The Plucky Squire,156.42,162.17,155.64,0.31,0.04,162.17,0.31,158.90,-0.02,158.08
2555,Yoshi's Island DS,150.92,162.35,149.45,0.31,0.08,162.35,0.31,155.90,-0.04,154.24
2485,Wii Sports,169.13,185.15,166.30,0.31,0.10,185.15,0.31,175.73,-0.05,173.53
1882,Skylar and Plux - Adventure on Clover Island,103.53,114.03,101.71,0.31,0.11,114.03,0.31,107.87,-0.06,106.42
274,Broken Age,63.10,74.42,61.45,0.31,0.17,74.42,0.31,67.94,-0.10,66.32
1159,Luigi's Mansion 3,56.12,81.10,51.89,0.31,0.36,81.10,0.31,66.49,-0.22,63.03
951,Hogwarts Legacy,117.07,121.56,116.58,0.32,0.04,121.56,0.32,119.07,-0.02,118.40
1669,ReCore,118.83,123.15,118.47,0.32,0.04,123.15,0.32,120.81,-0.02,120.15
2176,The Last Guardian,100.84,108.14,100.35,0.32,0.07,108.14,0.32,104.24,-0.04,103.11
1195,Mario + Rabbids Kingdom Battle,137.73,150.52,136.99,0.32,0.09,150.52,0.32,143.75,-0.05,141.75
396,Crash of the Titans,94.05,104.86,93.05,0.32,0.11,104.86,0.32,98.95,-0.06,97.32
2067,Syphon Filter,77.30,103.62,75.15,0.32,0.27,103.62,0.32,89.38,-0.16,85.36
775,Frog Detective 3 Corruption At Cowboy County,128.71,173.22,123.82,0.32,0.29,173.22,0.32,148.52,-0.17,141.92
738,Final Fantasy XII,136.92,147.00,136.55,0.33,0.07,147.00,0.33,141.77,-0.04,140.16
213,BIT.TRIP Presents - Runner2 - Future Legend of Rhythm Alien,93.14,101.44,92.76,0.33,0.09,101.44,0.33,97.10,-0.05,95.78
2469,Wavetale,155.45,169.34,154.78,0.33,0.09,169.34,0.33,162.06,-0.05,159.86
1160,Luigi's Mansion Dark Moon,50.96,60.92,50.90,0.33,0.16,60.92,0.33,55.91,-0.09,54.26
2380,Uncharted - Drake's Fortune,89.83,109.15,89.18,0.33,0.18,109.15,0.33,99.17,-0.10,96.05
125,Assassin's Creed III,147.83,148.82,147.87,0.34,0.01,148.82,0.34,148.33,0.00,148.17
1109,LEGO Bricktales,124.63,129.19,124.94,0.34,0.04,129.19,0.34,126.91,-0.02,126.25
209,Bioshock 2,52.23,61.63,52.70,0.34,0.15,61.63,0.34,56.93,-0.08,55.52
1960,Star Ocean - The Last Hope,89.70,108.17,89.98,0.34,0.17,108.17,0.34,98.94,-0.09,95.95
641,Ereban - Shadow Legacy,110.20,137.95,111.39,0.34,0.20,137.95,0.34,124.07,-0.11,119.85
183,Battle Chasers - Nightwar,64.75,86.01,65.57,0.34,0.25,86.01,0.34,75.38,-0.14,72.11
420,Curious Expedition 2,94.35,144.33,97.07,0.34,0.35,144.33,0.34,119.34,-0.21,111.92
952,Hollow Knight,73.88,77.50,74.24,0.35,0.05,77.50,0.35,75.69,-0.02,75.21
553,Dragon Age Inquisition,85.21,93.28,85.82,0.35,0.09,93.28,0.35,89.25,-0.05,88.10
46,Age of Wonders - Shadow Magic,110.59,124.09,111.89,0.35,0.11,124.09,0.35,117.34,-0.06,115.52
1294,Minishoot Adventures,115.60,137.52,118.21,0.35,0.16,137.52,0.35,126.56,-0.09,123.78
1820,Shadowrun Returns,52.36,63.28,53.40,0.35,0.17,63.28,0.35,57.82,-0.10,56.35
195,Beasts of Maravilla Island,54.31,68.31,55.89,0.35,0.20,68.31,0.35,61.31,-0.12,59.50
638,Enter the Matrix,21.41,33.18,22.40,0.35,0.35,33.18,0.35,27.30,-0.22,25.67
2209,The Matrix - Path of Neo,35.64,61.34,38.36,0.35,0.42,61.34,0.35,48.49,-0.27,45.11
541,Donkey Kong Country Tropical Freeze,144.17,152.64,145.43,0.36,0.06,152.64,0.36,148.40,-0.03,147.41
34,Adore,115.45,130.61,118.13,0.36,0.12,130.61,0.36,123.03,-0.06,121.39
1155,LostWinds,125.50,151.44,130.35,0.36,0.17,151.44,0.36,138.47,-0.09,135.77
1989,Stonefly,105.84,112.99,107.38,0.37,0.06,112.99,0.37,109.41,-0.03,108.73
1572,Pokémon Mystery Dungeon - Explorers of Sky,142.17,156.82,145.36,0.37,0.09,156.82,0.37,149.49,-0.05,148.12
1334,Moving Out 2,144.16,159.98,148.02,0.37,0.10,159.98,0.37,152.07,-0.05,150.72
2283,Thymesia,44.22,49.81,45.55,0.37,0.11,49.81,0.37,47.01,-0.06,46.52
2434,Viewfinder,100.61,129.03,106.89,0.37,0.22,129.03,0.37,114.82,-0.12,112.18
620,Eiyuden Chronicle - Rising,197.42,199.95,198.09,0.38,0.01,199.95,0.38,198.69,-0.01,198.49
1362,Naruto Shippuden - Ultimate Ninja Storm 2,111.60,113.35,112.05,0.38,0.02,113.35,0.38,112.48,-0.01,112.34
201,Besiege,126.77,138.26,129.96,0.38,0.08,138.26,0.38,132.51,-0.04,131.66
647,Etrian Odyssey III - The Drowned City,98.30,112.45,101.86,0.38,0.13,112.45,0.38,105.37,-0.07,104.20
1654,Ratchet & Clank Future - Quest for Booty,86.40,107.17,92.52,0.38,0.19,107.17,0.38,96.79,-0.11,95.37
2286,Time on Frog Island,89.76,114.73,97.17,0.38,0.22,114.73,0.38,102.24,-0.12,100.55
1510,Path of Giants,95.10,122.08,101.85,0.38,0.22,122.08,0.38,108.59,-0.13,106.34
1770,Sam & Max - Beyond Time and Space,103.49,132.31,112.09,0.38,0.22,132.31,0.38,117.90,-0.12,115.96
918,Heat Signature,39.52,63.12,45.91,0.38,0.37,63.12,0.38,51.32,-0.23,49.52
2131,The Binding of Isaac - Rebirth,60.21,60.71,60.39,0.39,0.01,60.71,0.39,60.46,0.00,60.44
2009,Suikoden III,177.57,180.50,178.55,0.39,0.02,180.50,0.39,179.04,-0.01,178.87
966,Hydro Thunder,133.90,143.83,137.48,0.39,0.07,143.83,0.39,138.87,-0.04,138.40
466,Death Stranding,28.86,31.13,29.68,0.39,0.07,31.13,0.39,30.00,-0.04,29.89
1865,Sin & Punishment - Star Successor,108.80,122.50,113.66,0.39,0.11,122.50,0.39,115.65,-0.06,114.98
1153,Lost Words - Beyond the Page,110.14,124.53,115.08,0.39,0.12,124.53,0.39,117.34,-0.06,116.59
1416,No Man's Sky,113.28,141.92,123.50,0.39,0.20,141.92,0.39,127.60,-0.11,126.23
507,Diner Dash,88.51,116.87,97.78,0.39,0.24,116.87,0.39,102.69,-0.14,101.05
2413,Valfaris,108.71,145.82,122.17,0.39,0.25,145.82,0.39,127.27,-0.15,125.57
344,Chrono Cross,71.25,72.31,71.65,0.40,0.01,72.31,0.40,71.78,-0.01,71.74
481,Deponia,135.38,144.43,138.90,0.40,0.06,144.43,0.40,139.90,-0.03,139.57
149,Aviano,114.56,124.80,118.79,0.40,0.08,124.80,0.40,119.68,-0.04,119.38
1474,Outer Wilds,36.84,40.80,38.39,0.40,0.10,40.80,0.40,38.82,-0.05,38.68
566,Dragon Quest Builders,117.23,132.71,123.39,0.40,0.12,132.71,0.40,124.97,-0.06,124.44
251,Boomerang Fu,117.09,152.51,132.01,0.40,0.23,152.51,0.40,134.80,-0.13,133.87
1650,Rakuen,100.03,131.72,112.25,0.40,0.24,131.72,0.40,115.88,-0.14,114.67
77,Animal Crossing - New Leaf,93.72,139.70,112.25,0.40,0.33,139.70,0.40,116.71,-0.20,115.22
1634,Quantum Break,191.53,194.02,192.74,0.41,0.01,194.02,0.41,192.77,-0.01,192.76
1534,Phoenix Point,88.05,90.87,89.38,0.41,0.03,90.87,0.41,89.46,-0.02,89.43
648,Etrian Odyssey IV - Legends of the Titan,120.57,127.60,123.77,0.41,0.06,127.60,0.41,124.09,-0.03,123.98
1493,Paper Mario The Origami King,140.20,151.26,145.13,0.41,0.07,151.26,0.41,145.73,-0.04,145.53
1619,PT,64.74,85.81,74.81,0.41,0.25,85.81,0.41,75.27,-0.14,75.12
1486,P.T.,64.74,85.81,74.81,0.41,0.25,85.81,0.41,75.27,-0.14,75.12
547,Doors - Paradox,95.13,129.64,111.91,0.41,0.27,129.64,0.41,112.38,-0.15,112.22
943,Hitman - Codename 47,129.67,130.96,130.35,0.42,0.01,130.96,0.42,130.31,0.00,130.32
204,Beyond Good & Evil,78.71,80.30,79.52,0.42,0.02,80.30,0.42,79.50,-0.01,79.51
930,Heroes of Mana,120.98,132.79,127.42,0.42,0.09,132.79,0.42,126.88,-0.05,127.06
1644,Railbound,118.57,131.53,125.07,0.42,0.10,131.53,0.42,125.05,-0.05,125.06
1647,Rainbow Billy - The Curse of the Leviathan,140.10,155.73,148.39,0.42,0.10,155.73,0.42,147.92,-0.05,148.07
1581,Pokémon X,150.01,171.38,161.55,0.42,0.12,171.38,0.42,160.70,-0.07,160.98
105,Armored Core 4,98.52,114.95,106.91,0.42,0.14,114.95,0.42,106.73,-0.08,106.79
1319,Moonlighter,105.59,127.91,117.39,0.42,0.17,127.91,0.42,116.75,-0.10,116.96
2096,Teenage Mutant Ninja Turtles - Turtles in Time Re-Shelled,88.53,110.22,99.96,0.42,0.20,110.22,0.42,99.38,-0.11,99.57
2022,Super Daryl Deluxe,94.97,119.55,107.27,0.42,0.21,119.55,0.42,107.26,-0.12,107.26
2550,Yokus Island Express,94.08,149.65,124.54,0.42,0.37,149.65,0.42,121.86,-0.23,122.76
15,A Juggler's Tale,77.83,129.64,104.48,0.42,0.40,129.64,0.42,103.74,-0.25,103.98
1712,Reus,157.87,183.14,172.40,0.43,0.14,183.14,0.43,170.50,-0.07,171.13
1260,Metal Gear Solid - The Twin Snakes,91.23,119.22,107.12,0.43,0.23,119.22,0.43,105.23,-0.13,105.86
1710,Return,60.29,82.65,72.74,0.43,0.27,82.65,0.43,71.47,-0.16,71.89
1391,Ni no Kuni - Wrath of the White Witch,55.46,78.04,68.94,0.43,0.29,78.04,0.43,66.75,-0.17,67.48
2481,What the Golf,101.14,143.94,126.07,0.43,0.30,143.94,0.43,122.54,-0.18,123.72
1516,Peglin,79.88,132.93,111.40,0.43,0.40,132.93,0.43,106.40,-0.25,108.07
1916,Sonic Generations,155.57,160.31,158.62,0.44,0.03,160.31,0.44,157.94,-0.02,158.17
1335,Moving Out,139.85,146.89,144.25,0.44,0.05,146.89,0.44,143.37,-0.02,143.66
2193,The Legend of Zelda - Spirit Tracks,139.27,148.25,145.20,0.44,0.06,148.25,0.44,143.76,-0.03,144.24
709,Final Fantasy Crystal Chronicles - Echoes of Time,171.17,183.28,179.01,0.44,0.07,183.28,0.44,177.23,-0.03,177.82
1590,PowerWash Simulator,120.43,131.54,127.61,0.44,0.08,131.54,0.44,125.98,-0.04,126.53
1561,Pokemon Legends Arceus,125.36,135.90,132.05,0.44,0.08,135.90,0.44,130.63,-0.04,131.10
1297,Minute of Islands,144.76,158.97,153.90,0.44,0.09,158.97,0.44,151.86,-0.05,152.54
1914,Sonic Colors,100.94,117.07,111.48,0.44,0.14,117.07,0.44,109.00,-0.07,109.83
691,Fear Effect 2 - Retro Helix,47.99,55.63,52.98,0.44,0.14,55.63,0.44,51.81,-0.08,52.20
793,Garden Story,141.66,170.25,160.09,0.44,0.17,170.25,0.44,155.96,-0.09,157.33
534,Dodgeball Academia,119.33,151.80,140.97,0.44,0.21,151.80,0.44,135.56,-0.12,137.37
1078,Kirby's Extra Epic Yarn,129.41,163.18,151.45,0.44,0.21,163.18,0.44,146.29,-0.12,148.01
1018,Ittle Dew 2,112.80,145.22,134.50,0.44,0.22,145.22,0.44,129.01,-0.13,130.84
2554,Yoshi's Crafted World,99.08,132.69,119.83,0.44,0.25,132.69,0.44,115.88,-0.15,117.20
1183,Mages of Mystralia,61.21,81.17,73.64,0.44,0.25,81.17,0.44,71.19,-0.14,72.01
57,Akimbot,86.72,117.41,105.94,0.44,0.26,117.41,0.44,102.06,-0.15,103.36
1744,Ruined King - A League of Legends Story,53.00,107.93,89.56,0.44,0.51,107.93,0.44,80.46,-0.35,83.50
2412,Valdis Story Abyssal City,85.24,91.31,89.66,0.45,0.07,91.31,0.45,88.28,-0.03,88.74
354,Clock Tower,98.69,106.80,104.21,0.45,0.08,106.80,0.45,102.74,-0.04,103.23
246,Bo - Path of the Teal Lotus,132.19,143.06,139.70,0.45,0.08,143.06,0.45,137.63,-0.04,138.32
2514,Wonder Boy Collection,131.96,155.45,148.46,0.45,0.15,155.45,0.45,143.70,-0.08,145.29
222,Blades of Time,95.28,113.05,108.25,0.45,0.16,113.05,0.45,104.16,-0.09,105.53
1888,Slice of Sea,146.38,174.66,166.94,0.45,0.16,174.66,0.45,160.52,-0.09,162.66
2226,The Rewinder,22.06,26.79,25.47,0.45,0.18,26.79,0.45,24.43,-0.10,24.77
2071,Tactical Breach Wizards,57.59,84.49,75.70,0.45,0.32,84.49,0.45,71.04,-0.19,72.59
386,CounterSpy,82.37,146.79,127.05,0.45,0.44,146.79,0.45,114.58,-0.28,118.74
812,Ghost Trick - Phantom Detective,44.86,82.15,70.54,0.45,0.45,82.15,0.45,63.50,-0.30,65.85
694,Feudal Alloy,156.99,162.20,160.86,0.46,0.03,162.20,0.46,159.59,-0.02,160.01
858,Gravity Rush 2,113.53,119.26,117.99,0.46,0.05,119.26,0.46,116.39,-0.02,116.93
75,Anachronox,87.78,100.11,97.18,0.46,0.12,100.11,0.46,93.95,-0.07,95.03
1768,Sally Face,62.60,71.44,69.11,0.46,0.12,71.44,0.46,67.02,-0.07,67.72
498,Devil Slayer Raksasi,84.74,96.70,93.95,0.46,0.12,96.70,0.46,90.72,-0.07,91.80
398,Crash Team Racing - Nitro-Fueled,113.33,134.40,129.96,0.46,0.16,134.40,0.46,123.87,-0.09,125.90
2335,Transistor,78.48,95.55,91.61,0.46,0.18,95.55,0.46,87.02,-0.10,88.55
338,Children of Morta,66.97,84.04,80.01,0.46,0.20,84.04,0.46,75.51,-0.11,77.01
2013,Summer in Mara,142.17,185.01,175.98,0.46,0.23,185.01,0.46,163.59,-0.13,167.72
1943,Spirit of the North,86.23,115.19,108.54,0.46,0.25,115.19,0.46,100.71,-0.15,103.32
2122,The Adventure Pals,84.03,119.91,111.98,0.46,0.30,119.91,0.46,101.97,-0.18,105.31
2365,Two Point Hospital,91.69,133.64,124.52,0.46,0.31,133.64,0.46,112.66,-0.19,116.62
446,Daydream - Forgotten Sorrow,45.96,68.50,63.06,0.46,0.33,68.50,0.46,57.23,-0.20,59.17
2018,Sunless Sea,29.40,45.70,42.05,0.46,0.36,45.70,0.46,37.55,-0.22,39.05
2472,Webbed,84.47,135.13,123.19,0.46,0.37,135.13,0.46,109.80,-0.23,114.26
2553,Yoshi Touch & Go,86.97,139.38,125.70,0.46,0.38,139.38,0.46,113.18,-0.23,117.35
1021,Jack Move,68.22,117.72,104.58,0.46,0.42,117.72,0.46,92.97,-0.27,96.84
1190,Mario & Luigi - Dream Team,187.62,190.41,189.85,0.47,0.01,190.41,0.47,189.02,-0.01,189.30
576,Dragon Quest XI - Echoes of an Elusive Age,124.50,130.04,129.07,0.47,0.04,130.04,0.47,127.27,-0.02,127.87
2417,Valkyria Chronicles,114.13,121.09,119.81,0.47,0.06,121.09,0.47,117.61,-0.03,118.35
205,Binary Domain,91.10,98.22,96.76,0.47,0.07,98.22,0.47,94.66,-0.04,95.36
2272,This War of Mine,53.04,58.21,57.33,0.47,0.09,58.21,0.47,55.62,-0.05,56.19
2236,The Simpsons - Hit and Run,111.82,129.43,126.43,0.47,0.14,129.43,0.47,120.62,-0.07,122.56
1648,Rain,57.84,70.94,68.81,0.47,0.18,70.94,0.47,64.39,-0.10,65.86
2115,Terra Nil,114.92,148.01,142.98,0.47,0.22,148.01,0.47,131.47,-0.13,135.30
60,Alba - A Wildlife Adventure,130.74,168.09,162.02,0.47,0.22,168.09,0.47,149.42,-0.13,153.62
454,Dead Space 2,27.34,36.81,35.21,0.47,0.26,36.81,0.47,32.08,-0.15,33.12
705,Figment,68.42,95.05,89.95,0.47,0.28,95.05,0.47,81.73,-0.16,84.47
1485,Oxygen Not Included,86.73,124.43,116.57,0.47,0.30,124.43,0.47,105.58,-0.18,109.24
441,Darkwood,14.47,22.72,21.48,0.47,0.36,22.72,0.47,18.60,-0.23,19.56
1975,Stardew Valley,77.82,124.60,116.18,0.47,0.38,124.60,0.47,101.21,-0.23,106.20
1617,Psychonauts 2,31.94,75.58,66.94,0.47,0.58,75.58,0.47,53.76,-0.41,58.15
985,Immortals Fenyx Rising,132.88,139.12,138.37,0.48,0.04,139.12,0.48,136.00,-0.02,136.79
365,Command & Conquer Generals - Zero Hour,99.28,105.48,104.62,0.48,0.06,105.48,0.48,102.38,-0.03,103.12
2430,Vernal Edge,127.61,140.40,139.16,0.48,0.09,140.40,0.48,134.01,-0.05,135.72
2432,Victor Vran,82.62,92.74,91.67,0.48,0.11,92.74,0.48,87.68,-0.06,89.01
402,Crazy Taxi,119.54,135.61,134.00,0.48,0.12,135.61,0.48,127.58,-0.06,129.72
977,Icewind Dale II,33.55,39.34,38.65,0.48,0.15,39.34,0.48,36.45,-0.08,37.18
1478,Overcooked 2,108.08,131.96,129.76,0.48,0.18,131.96,0.48,120.02,-0.10,123.27
1097,Last Window The Secret of Cape West,48.31,59.89,58.68,0.48,0.19,59.89,0.48,54.10,-0.11,55.63
2155,The Falconeer,106.72,136.98,133.44,0.48,0.22,136.98,0.48,121.85,-0.13,125.71
2205,The Lord of the Rings - The Two Towers,63.58,83.01,80.51,0.48,0.23,83.01,0.48,73.29,-0.13,75.70
1711,Reus 2,111.31,145.71,140.67,0.48,0.24,145.71,0.48,128.51,-0.13,132.56
2194,The Legend of Zelda - Tears of the Kingdom,119.88,159.78,155.21,0.48,0.25,159.78,0.48,139.83,-0.14,144.96
1151,Lost Ruins,53.36,71.64,69.05,0.48,0.26,71.64,0.48,62.50,-0.15,64.68
1983,Steelrising,71.04,96.75,93.56,0.48,0.27,96.75,0.48,83.89,-0.16,87.12
1093,Lake,116.49,165.23,159.02,0.48,0.30,165.23,0.48,140.86,-0.17,146.91
1152,Lost Sphear,108.74,160.33,154.56,0.48,0.32,160.33,0.48,134.54,-0.19,141.21
1555,Planet of Lana,116.29,173.64,165.90,0.48,0.33,173.64,0.48,144.97,-0.20,151.95
2161,The Gardens Between,86.28,130.10,124.31,0.48,0.34,130.10,0.48,108.19,-0.20,113.56
443,Dave the Diver,108.43,166.39,159.93,0.48,0.35,166.39,0.48,137.41,-0.21,144.92
1016,Islets,82.07,139.30,131.16,0.48,0.41,139.30,0.48,110.68,-0.26,117.51
2446,Wall World,70.44,131.05,123.24,0.48,0.46,131.05,0.48,100.75,-0.30,108.25
263,Bramble - The Mountain King,50.12,95.04,90.98,0.48,0.47,95.04,0.48,72.58,-0.31,78.72
1198,Mario Golf - World Tour,65.12,132.77,123.35,0.48,0.51,132.77,0.48,98.95,-0.35,107.08
1161,Luigi's Mansion,87.48,101.98,101.52,0.49,0.14,101.98,0.49,94.73,-0.08,97.00
1431,Obscure - The Aftermath,57.27,69.17,68.77,0.49,0.17,69.17,0.49,63.22,-0.10,65.07
2501,Wipeout Pulse,67.37,84.17,82.78,0.49,0.20,84.17,0.49,75.77,-0.11,78.11
2572,Zero Escape - Virtue's Last Reward,58.41,75.55,74.28,0.49,0.23,75.55,0.49,66.98,-0.13,69.41
2228,The Room - Old Sins,39.77,52.74,52.13,0.49,0.25,52.74,0.49,46.26,-0.14,48.22
1645,Rain on Your Parade,82.97,114.80,112.85,0.49,0.28,114.80,0.49,98.89,-0.16,103.54
1709,Returnal,37.13,51.89,51.08,0.49,0.28,51.89,0.49,44.51,-0.17,46.70
320,Cat Quest,107.57,154.48,150.40,0.49,0.30,154.48,0.49,131.03,-0.18,137.49
1806,Shadow Gambit - The Cursed Crew,47.01,69.22,68.22,0.49,0.32,69.22,0.49,58.11,-0.19,61.48
1003,INMOST,85.71,131.62,128.03,0.49,0.35,131.62,0.49,108.66,-0.21,115.12
2390,Unheard,27.00,41.64,40.76,0.49,0.35,41.64,0.49,34.32,-0.22,36.47
350,Clash - Artifacts of Chaos,83.46,138.21,134.40,0.49,0.40,138.21,0.49,110.84,-0.25,118.69
2173,The Last Campfire,32.58,68.12,65.92,0.49,0.52,68.12,0.49,50.35,-0.36,55.54
2349,Trine,36.05,90.79,87.88,0.49,0.60,90.79,0.49,63.42,-0.44,71.57
2342,Triangle Strategy,125.99,137.16,137.08,0.50,0.08,137.16,0.50,131.57,-0.04,133.41
908,Harvest Moon - Sunshine Islands,148.37,161.84,162.22,0.50,0.09,162.22,0.50,155.30,-0.04,157.48
2227,The Riftbreaker,77.05,86.99,87.26,0.50,0.12,87.26,0.50,82.16,-0.06,83.77
2052,Surmount - A Mountain Climbing Adventure,69.10,80.84,80.89,0.50,0.15,80.89,0.50,74.99,-0.08,76.94
2293,Tiny Thor,119.97,143.04,143.41,0.50,0.16,143.41,0.50,131.69,-0.09,135.47
1106,Legend of Grimrock,24.06,29.10,28.99,0.50,0.17,29.10,0.50,26.58,-0.10,27.38
197,Beautiful Desolation,84.40,101.98,102.44,0.50,0.18,102.44,0.50,93.42,-0.10,96.27
1519,Pepper Grinder,117.20,142.35,142.24,0.50,0.18,142.35,0.50,129.78,-0.10,133.93
1374,Neighbors from Hell 2 - On Vacation,100.52,124.04,123.66,0.50,0.19,124.04,0.50,112.28,-0.11,116.07
2015,Summoner,112.66,139.67,139.81,0.50,0.19,139.81,0.50,126.24,-0.11,130.71
1482,Owlboy,124.00,154.30,154.78,0.50,0.20,154.78,0.50,139.39,-0.11,144.36
2028,Super Mario 64,132.70,175.29,175.26,0.50,0.24,175.29,0.50,153.99,-0.14,161.08
2220,The Pathless,46.36,62.06,62.50,0.50,0.26,62.50,0.50,54.43,-0.15,56.97
837,Golf Story,93.82,135.03,134.94,0.50,0.31,135.03,0.50,114.43,-0.18,121.27
2069,System Shock,26.69,49.17,48.88,0.50,0.46,49.17,0.50,37.93,-0.30,41.58
1048,Kathy Rain,28.99,55.59,55.71,0.50,0.48,55.71,0.50,42.35,-0.32,46.76
1079,Klonoa - Door to Phantomile,124.51,125.54,125.61,0.51,0.01,125.61,0.51,125.06,0.00,125.22
2304,Tom Clancy's Ghost Recon - Future Soldier,139.64,144.30,144.51,0.51,0.03,144.51,0.51,142.07,-0.02,142.81
1542,Picross 3D,202.04,209.23,209.62,0.51,0.04,209.62,0.51,205.83,-0.02,206.96
617,Edge of Eternity,132.59,141.62,142.49,0.51,0.07,142.49,0.51,137.54,-0.04,138.90
729,Final Fantasy VII Remake,155.16,171.54,173.10,0.51,0.10,173.10,0.51,164.13,-0.05,166.60
2422,Vampire - The Masquerade Bloodlines,52.35,58.55,59.03,0.51,0.11,59.03,0.51,55.69,-0.06,56.64
549,Dorfromantik,139.04,160.95,161.90,0.51,0.14,161.90,0.51,150.47,-0.08,153.96
327,Chained Echoes,107.39,128.77,130.72,0.51,0.18,130.72,0.51,119.05,-0.10,122.29
221,Bladed Fury,66.97,83.33,84.11,0.51,0.20,84.11,0.51,75.54,-0.12,78.14
1054,Key of Heaven,105.74,135.51,138.30,0.51,0.24,138.30,0.51,122.02,-0.13,126.52
1389,New Super Mario Bros. U,100.79,135.45,138.70,0.51,0.27,138.70,0.51,119.75,-0.16,124.98
2149,The Escapists,54.54,80.55,82.47,0.51,0.34,82.47,0.51,68.51,-0.21,72.52
192,Beacon,13.69,20.97,21.49,0.51,0.36,21.49,0.51,17.59,-0.23,18.72
26,ABRISS - build to destroy,43.99,82.75,85.59,0.51,0.49,85.59,0.51,64.79,-0.33,70.78
2445,VVVVVV,31.53,68.10,70.58,0.51,0.55,70.58,0.51,51.05,-0.39,56.73
1451,Omensight,47.37,122.31,126.41,0.51,0.63,126.41,0.51,86.89,-0.46,98.70
2062,Syphon Filter - Dark Mirror,102.78,106.38,106.79,0.52,0.04,106.79,0.52,104.79,-0.02,105.32
1158,Lufia - Curse of the Sinistrals,125.39,131.36,132.22,0.52,0.05,132.22,0.52,128.80,-0.03,129.65
639,Epic Chef,124.53,134.27,135.30,0.52,0.08,135.30,0.52,129.92,-0.04,131.37
1351,Myst,105.22,114.15,115.35,0.52,0.09,115.35,0.52,110.28,-0.05,111.57
139,Astrologaster,66.79,74.96,75.82,0.52,0.12,75.82,0.52,71.30,-0.06,72.52
715,Final Fantasy III_2,134.45,153.71,156.54,0.52,0.14,156.54,0.52,145.50,-0.08,148.24
1355,Nanotale Typing Chronicles,89.13,108.68,110.81,0.52,0.20,110.81,0.52,99.97,-0.11,102.87
801,Gerda - A Flame in Winter,84.21,105.48,108.15,0.52,0.22,108.15,0.52,96.18,-0.13,99.28
207,BIOMUTANT,94.27,118.65,121.94,0.52,0.23,121.94,0.52,108.10,-0.13,111.62
1390,New Super Mario Bros.,101.78,127.30,131.41,0.52,0.23,131.41,0.52,116.59,-0.13,120.16
959,Hotshot Racing,101.69,130.64,134.49,0.52,0.24,134.49,0.52,118.09,-0.14,122.28
766,Forgotton Anne,61.06,79.01,81.00,0.52,0.25,81.00,0.52,71.03,-0.14,73.69
2030,Super Mario Galaxy 2,93.98,125.27,130.20,0.52,0.28,130.20,0.52,112.09,-0.16,116.48
1174,Macrotis - A Mother's Journey,50.78,89.04,93.17,0.52,0.45,93.17,0.52,71.97,-0.30,77.66
438,Darksiders II,103.06,107.90,108.96,0.53,0.05,108.96,0.53,106.01,-0.03,106.64
511,Disaster Report 4 - Summer Memories,127.51,133.20,134.69,0.53,0.05,134.69,0.53,131.10,-0.03,131.80
117,Ashen,122.26,128.47,129.88,0.53,0.06,129.88,0.53,126.07,-0.03,126.87
1918,Sonic Rush Adventure,124.91,132.32,133.97,0.53,0.07,133.97,0.53,129.44,-0.04,130.40
708,Final Fantasy - The 4 Heroes of Light,121.43,132.32,134.98,0.53,0.10,134.98,0.53,128.20,-0.05,129.58
40,After Us,60.97,66.45,67.47,0.53,0.10,67.47,0.53,64.22,-0.05,64.96
211,Biped,117.48,133.93,137.34,0.53,0.14,137.34,0.53,127.41,-0.08,129.58
1793,Secret Agent Clank,127.61,146.87,150.77,0.53,0.15,150.77,0.53,139.19,-0.08,141.75
1562,Pokemon Sword Shield,138.68,158.86,163.21,0.53,0.15,163.21,0.53,150.95,-0.08,153.58
2144,The Darkness,41.01,47.18,48.34,0.53,0.15,48.34,0.53,44.68,-0.08,45.51
1991,Storyteller,101.84,119.71,123.76,0.53,0.18,123.76,0.53,112.80,-0.10,115.10
623,El Shaddai - Ascension of the Metatron,139.71,174.48,181.14,0.53,0.23,181.14,0.53,160.42,-0.13,165.11
1051,Kena - Bridge of Spirits,73.05,90.23,94.33,0.53,0.23,94.33,0.53,83.69,-0.13,85.87
2237,The Sinking City,63.48,79.36,83.24,0.53,0.24,83.24,0.53,73.36,-0.14,75.36
1013,Invisible. Inc,63.60,80.35,84.17,0.53,0.24,84.17,0.53,73.88,-0.14,76.04
673,Fallen Leaf,118.36,151.28,159.19,0.53,0.26,159.19,0.53,138.77,-0.15,142.94
2536,Xenoblade Chronicles,91.55,121.48,128.17,0.53,0.29,128.17,0.53,109.86,-0.17,113.73
