Index,Title,RED,GREEN,BLUE,HUE,SATURATION,VALUE,HUE,LUMO,SATURATION 2,RGB AVG
1239,Mayhem Brawler,86.56,118.54,126.96,0.53,0.32,126.96,0.53,106.76,-0.19,110.69
303,Carto,113.10,156.37,166.02,0.53,0.32,166.02,0.53,139.56,-0.19,145.16
1621,Pummel Party,51.44,71.51,76.47,0.53,0.33,76.47,0.53,63.96,-0.20,66.47
2137,The Cave,64.39,90.48,96.81,0.53,0.33,96.81,0.53,80.60,-0.20,83.89
635,Endless Space 2,54.09,77.63,83.40,0.53,0.35,83.40,0.53,68.74,-0.22,71.71
2269,They Are Billions,24.77,38.00,40.60,0.53,0.39,40.60,0.53,32.69,-0.25,34.46
476,Deepening Fire,57.71,90.19,97.28,0.53,0.41,97.28,0.53,77.49,-0.26,81.72
632,ENCODYA,40.94,67.59,73.10,0.53,0.44,73.10,0.53,57.02,-0.29,60.55
84,Another Crabs Treasure,83.13,160.45,174.86,0.53,0.52,174.86,0.53,129.00,-0.36,139.48
91,Aquaria,56.64,160.91,180.40,0.53,0.69,180.40,0.53,118.52,-0.53,132.65
341,Chillquarium,44.90,160.33,186.53,0.53,0.76,186.53,0.53,115.71,-0.62,130.58
1896,Sniper Elite III,129.32,130.99,131.58,0.54,0.02,131.58,0.54,130.45,-0.01,130.63
1462,OneShot,200.24,204.36,205.86,0.54,0.03,205.86,0.54,203.05,-0.01,203.49
2274,Thomas was Alone,45.90,47.13,47.50,0.54,0.03,47.50,0.54,46.70,-0.02,46.84
66,Alpha Protocol,168.17,174.17,175.99,0.54,0.04,175.99,0.54,172.08,-0.02,172.78
605,Dust An Elysian Tail,74.01,77.04,78.04,0.54,0.05,78.04,0.54,76.03,-0.03,76.36
1020,J.U.L.I.A Among the Stars,80.67,87.00,88.95,0.54,0.09,88.95,0.54,84.81,-0.05,85.54
271,Bright Memory - Infinite,120.35,131.36,134.45,0.54,0.10,134.45,0.54,127.40,-0.06,128.72
122,Assassin's Creed - Revelations,76.94,84.35,86.69,0.54,0.11,86.69,0.54,81.81,-0.06,82.66
279,Brutal Legend,75.07,84.07,86.69,0.54,0.13,86.69,0.54,80.88,-0.07,81.94
1333,Mosaic,177.86,200.46,207.78,0.54,0.14,207.78,0.54,192.82,-0.08,195.37
2184,The Legend of Heroes Trails from Zero,142.79,163.09,168.67,0.54,0.15,168.67,0.54,155.73,-0.08,158.18
2387,UnderMine,75.89,87.15,90.40,0.54,0.16,90.40,0.54,83.14,-0.09,84.48
1037,Jitsu Squad,120.02,142.54,148.78,0.54,0.19,148.78,0.54,134.40,-0.11,137.11
25,Abandon Ship,52.57,62.31,65.80,0.54,0.20,65.80,0.54,59.19,-0.11,60.23
1566,Pokémon Black and White 2,82.06,101.22,106.48,0.54,0.23,106.48,0.54,94.27,-0.13,96.59
2192,The Legend of Zelda - Skyward Sword HD,124.82,153.74,162.46,0.54,0.23,162.46,0.54,143.64,-0.13,147.01
955,Horizon Zero Dawn,91.07,114.54,120.89,0.54,0.25,120.89,0.54,105.98,-0.14,108.83
1076,Kirby 64 - The Crystal Shards,127.30,159.37,169.06,0.54,0.25,169.06,0.54,148.18,-0.14,151.91
2319,TopSpin 2k25,127.10,161.39,170.81,0.54,0.26,170.81,0.54,148.96,-0.15,153.10
433,Dark Souls,79.46,104.06,111.04,0.54,0.28,111.04,0.54,95.25,-0.17,98.19
301,Caravan SandWitch,123.21,163.33,176.20,0.54,0.30,176.20,0.54,149.71,-0.18,154.25
791,Gamedec,42.58,60.10,66.13,0.54,0.36,66.13,0.54,54.36,-0.22,56.27
915,Haven,100.40,145.50,160.56,0.54,0.37,160.56,0.54,130.48,-0.23,135.49
381,Coromon,88.82,129.02,143.15,0.54,0.38,143.15,0.54,115.98,-0.24,120.33
954,Horizon Forbidden West,98.33,146.84,162.43,0.54,0.39,162.43,0.54,130.38,-0.25,135.86
1831,Shattered - Tale of the Forgotten King,47.59,71.31,78.41,0.54,0.39,78.41,0.54,63.00,-0.25,65.77
895,Halo Wars,44.25,66.95,75.24,0.54,0.41,75.24,0.54,59.74,-0.26,62.15
900,Hard West 2,57.79,91.49,100.63,0.54,0.43,100.63,0.54,79.21,-0.27,83.30
140,ASTRONEER,88.13,137.16,153.32,0.54,0.43,153.32,0.54,120.72,-0.27,126.20
642,Eternal Darkness Sanity’s Requiem,37.13,59.49,66.06,0.54,0.44,66.06,0.54,51.60,-0.29,54.23
1835,Shin Chan - Me and the Professor on Summer Vacation,85.29,140.96,160.17,0.54,0.47,160.17,0.54,122.73,-0.31,128.81
1508,Patapon 3,97.03,168.22,187.75,0.54,0.48,187.75,0.54,142.39,-0.32,151.00
2208,The Marvellous Miss Take,57.65,99.61,112.47,0.54,0.49,112.47,0.54,85.06,-0.33,89.91
759,Flower,61.29,108.00,122.62,0.54,0.50,122.62,0.54,91.95,-0.34,97.30
1268,Metamorphosis,46.18,82.71,94.78,0.54,0.51,94.78,0.54,70.48,-0.35,74.56
2177,The Last Hero of Nostalgaia,38.38,73.79,86.60,0.54,0.56,86.60,0.54,62.49,-0.39,66.26
1053,Kentucky Route Zero,35.56,82.92,97.30,0.54,0.63,97.30,0.54,66.43,-0.47,71.93
2065,Syphon Filter 2,33.41,86.52,100.86,0.54,0.67,100.86,0.54,67.13,-0.51,73.59
1848,Ship of Fools,20.20,51.93,62.10,0.54,0.67,62.10,0.54,41.15,-0.52,44.75
1789,Sea of Solitude,21.40,124.62,160.99,0.54,0.87,160.99,0.54,91.19,-0.77,102.34
1090,Labyrinth City Pierre - The Maze Detective,98.91,100.78,101.55,0.55,0.03,101.55,0.55,100.23,-0.01,100.41
414,Crypt Custodian,152.55,157.52,159.78,0.55,0.05,159.78,0.55,156.16,-0.02,156.61
1291,Mini Motorways,180.23,193.11,198.23,0.55,0.09,198.23,0.55,189.23,-0.05,190.52
275,Broken Pieces,106.40,115.02,118.65,0.55,0.10,118.65,0.55,112.52,-0.05,113.36
1984,Stela,127.03,140.32,146.17,0.55,0.13,146.17,0.55,136.60,-0.07,137.84
2174,The Last Faith,57.40,63.55,66.52,0.55,0.14,66.52,0.55,61.96,-0.07,62.49
1742,Ronin,72.32,81.23,85.41,0.55,0.15,85.41,0.55,78.87,-0.08,79.65
128,Assassin's Creed Rogue,118.00,134.20,140.64,0.55,0.16,140.64,0.55,129.32,-0.09,130.95
74,Amnesia The Dark Descent,57.56,64.87,68.44,0.55,0.16,68.44,0.55,63.00,-0.09,63.62
2329,Totally Accurate Battle Simulator,133.25,152.63,161.80,0.55,0.18,161.80,0.55,147.53,-0.10,149.23
2024,Super Lucky's Tale,144.29,165.60,176.02,0.55,0.18,176.02,0.55,160.16,-0.10,161.97
976,Ibb & Obb,170.40,196.97,207.22,0.55,0.18,207.22,0.55,188.81,-0.10,191.53
2219,The Pale Beyond,62.36,72.60,76.85,0.55,0.19,76.85,0.55,69.60,-0.11,70.60
14,A Highland Song,83.90,100.66,108.50,0.55,0.23,108.50,0.55,96.20,-0.13,97.69
826,God of War 2018,75.98,92.32,99.62,0.55,0.24,99.62,0.55,87.80,-0.14,89.30
1595,Prince of Persia - The Lost Crown,115.30,145.09,156.66,0.55,0.26,156.66,0.55,135.98,-0.15,139.02
1209,Mario Party 5,98.86,124.05,135.58,0.55,0.27,135.58,0.55,117.22,-0.16,119.50
430,Dark Deity,118.91,149.59,163.96,0.55,0.27,163.96,0.55,141.44,-0.16,144.16
527,Divine Divinity,52.98,67.08,73.03,0.55,0.27,73.03,0.55,63.01,-0.16,64.37
1445,Ogu and the Secret Forest,108.14,139.08,154.04,0.55,0.30,154.04,0.55,131.09,-0.18,133.75
2535,Xenoblade Chronicles 3,96.53,127.04,139.84,0.55,0.31,139.84,0.55,118.18,-0.18,121.13
407,Crisis Core - Final Fantasy VII,92.61,125.91,140.23,0.55,0.34,140.23,0.55,116.42,-0.21,119.58
726,Final Fantasy VII - Crisis Core Reunion,102.78,141.89,158.59,0.55,0.35,158.59,0.55,130.68,-0.22,134.42
378,CONVERGENCE A League of Legends Story,80.74,114.41,128.94,0.55,0.37,128.94,0.55,104.84,-0.23,108.03
2003,Styx - Shards of Darkness,47.28,67.73,76.70,0.55,0.38,76.70,0.55,61.99,-0.24,63.90
1907,Song of the Deep,67.09,99.21,112.00,0.55,0.40,112.00,0.55,89.55,-0.25,92.77
1219,Mark of the Ninja,55.52,80.61,92.12,0.55,0.40,92.12,0.55,73.82,-0.25,76.08
2268,They Always Run,66.55,99.17,113.73,0.55,0.41,113.73,0.55,90.14,-0.26,93.15
464,Death in the Water 2,35.84,53.26,60.33,0.55,0.41,60.33,0.55,48.09,-0.26,49.81
1000,Injustice 2,23.56,35.63,40.31,0.55,0.42,40.31,0.55,31.94,-0.27,33.17
1723,Risk of Rain 2,90.94,151.41,174.36,0.55,0.48,174.36,0.55,132.65,-0.32,138.90
1790,Sea of Stars,84.20,143.04,168.25,0.55,0.50,168.25,0.55,126.22,-0.34,131.83
1487,Pacific Drive,44.64,81.94,95.74,0.55,0.53,95.74,0.55,70.19,-0.37,74.11
283,Bully,37.96,89.52,114.30,0.55,0.67,114.30,0.55,76.13,-0.51,80.60
103,Armored Core - Project Phantasma,41.44,42.05,42.41,0.56,0.02,42.41,0.56,41.93,-0.01,41.97
243,Blue Dragon Plus,193.61,197.93,200.33,0.56,0.03,200.33,0.56,196.97,-0.02,197.29
524,Dissidia 012 Final Fantasy,89.62,91.84,93.00,0.56,0.04,93.00,0.56,91.31,-0.02,91.49
731,Final Fantasy VII,180.38,186.48,190.26,0.56,0.05,190.26,0.56,185.32,-0.03,185.71
975,I.Q. Intelligent Qube,12.88,13.62,14.08,0.56,0.09,14.08,0.56,13.48,-0.05,13.53
753,Fire Emblem Warriors,131.44,139.41,143.88,0.56,0.09,143.88,0.56,137.66,-0.05,138.24
865,Griefhelm,150.39,162.24,169.57,0.56,0.11,169.57,0.56,159.98,-0.06,160.73
2242,The Surge 2,154.50,166.54,174.18,0.56,0.11,174.18,0.56,164.34,-0.06,165.07
1776,Sand Land,99.76,108.88,114.49,0.56,0.13,114.49,0.56,107.12,-0.07,107.71
2180,The Last Remnant,63.29,69.38,73.02,0.56,0.13,73.02,0.56,68.15,-0.07,68.56
654,Ever Oasis,132.41,146.77,154.88,0.56,0.15,154.88,0.56,143.65,-0.08,144.69
1868,Sir You are Being Hunted,67.89,75.58,80.43,0.56,0.16,80.43,0.56,74.16,-0.09,74.63
1370,Necrobarista,61.83,70.99,76.59,0.56,0.19,76.59,0.56,69.21,-0.11,69.80
231,BloodBorne,76.75,89.00,96.50,0.56,0.20,96.50,0.56,86.62,-0.12,87.42
2500,Windjammers 2,135.79,162.56,176.02,0.56,0.23,176.02,0.56,155.91,-0.13,158.12
1915,Sonic Frontiers,119.34,143.80,158.11,0.56,0.25,158.11,0.56,138.73,-0.14,140.42
1591,Praey for the Gods,122.74,148.78,163.14,0.56,0.25,163.14,0.56,142.94,-0.14,144.89
1569,Pokémon Diamond and Pearl,72.64,88.83,98.35,0.56,0.26,98.35,0.56,85.50,-0.15,86.61
892,Halo 4,78.56,97.45,107.01,0.56,0.27,107.01,0.56,92.79,-0.15,94.34
1458,One Piece Odyssey,116.40,144.71,159.77,0.56,0.27,159.77,0.56,138.08,-0.16,140.29
1019,Ittle Dew,119.79,149.62,166.51,0.56,0.28,166.51,0.56,143.15,-0.16,145.30
1735,Rocket League,99.33,125.49,139.32,0.56,0.29,139.32,0.56,119.33,-0.17,121.38
1483,OXENFREE II Lost Signals,70.19,88.65,98.34,0.56,0.29,98.34,0.56,84.27,-0.17,85.73
1582,Portal 2,87.85,113.68,126.45,0.56,0.31,126.45,0.56,107.15,-0.18,109.33
990,Indivisible,96.70,123.40,140.46,0.56,0.31,140.46,0.56,118.58,-0.19,120.19
2531,XCOM 2,39.61,53.79,61.52,0.56,0.36,61.52,0.56,50.56,-0.22,51.64
2534,Xenoblade Chronicles 2,91.45,125.65,147.08,0.56,0.38,147.08,0.56,119.27,-0.24,121.39
309,Castlevania - Legacy of Darkness,62.63,90.83,105.18,0.56,0.40,105.18,0.56,83.90,-0.26,86.21
1980,SteamWorld Heist II,88.74,125.95,146.84,0.56,0.40,146.84,0.56,117.79,-0.25,120.51
1121,Lightning Returns - Final Fantasy XIII,41.29,59.30,69.65,0.56,0.41,69.65,0.56,55.47,-0.26,56.74
1030,Jak II,53.31,76.99,89.86,0.56,0.41,89.86,0.56,71.58,-0.26,73.39
2040,Super Paper Mario,110.41,168.62,198.78,0.56,0.44,198.78,0.56,154.60,-0.29,159.27
28,Abzu,54.86,118.60,158.98,0.56,0.65,158.98,0.56,106.92,-0.49,110.81
2530,XCOM - Enemy Unknown,26.34,86.65,118.07,0.56,0.78,118.07,0.56,72.21,-0.64,77.02
2235,The Shattering,188.29,188.53,188.71,0.57,0.00,188.71,0.57,188.50,0.00,188.51
712,Final Fantasy Explorers,205.74,211.05,214.59,0.57,0.04,214.59,0.57,210.16,-0.02,210.46
1467,Oni,119.25,124.67,128.91,0.57,0.07,128.91,0.57,124.08,-0.04,124.28
889,Halo - Combat Evolved,118.73,126.06,131.73,0.57,0.10,131.73,0.57,125.23,-0.05,125.51
1904,Song of Horror,115.28,124.03,130.01,0.57,0.11,130.01,0.57,122.64,-0.06,123.11
1686,Resident Evil 2 - Remake,88.52,95.92,100.75,0.57,0.12,100.75,0.57,94.64,-0.07,95.07
1956,Star Fox 64,61.89,67.48,71.31,0.57,0.13,71.31,0.57,66.60,-0.07,66.89
2288,Timesplitters - Future Perfect,86.22,95.39,101.49,0.57,0.15,101.49,0.57,93.86,-0.08,94.37
950,Hob,86.02,96.03,102.95,0.57,0.16,102.95,0.57,94.49,-0.09,95.00
1679,Redneck Ed Astro Monsters Show,106.15,117.85,126.41,0.57,0.16,126.41,0.57,116.28,-0.09,116.81
2183,The Legend of Heroes - Trails in the Sky,123.40,140.16,151.92,0.57,0.19,151.92,0.57,137.66,-0.10,138.49
463,Death by Degrees,86.95,99.33,108.72,0.57,0.20,108.72,0.57,97.83,-0.11,98.33
740,Final Fantasy XV,73.83,84.03,92.28,0.57,0.20,92.28,0.57,83.06,-0.11,83.38
2091,Team Sonic Racing,118.34,136.98,150.39,0.57,0.21,150.39,0.57,134.36,-0.12,135.24
517,Dishonored 2,41.92,48.18,53.20,0.57,0.21,53.20,0.57,47.56,-0.12,47.77
1830,Shantae and the Seven Sirens,77.20,89.85,99.57,0.57,0.22,99.57,0.57,88.38,-0.13,88.87
893,Halo Infinite,80.20,95.85,105.88,0.57,0.24,105.88,0.57,93.04,-0.14,93.98
1254,Mega Man X7,90.42,107.52,118.75,0.57,0.24,118.75,0.57,104.59,-0.14,105.56
132,Assassin's Creed,109.35,130.11,143.45,0.57,0.24,143.45,0.57,126.40,-0.14,127.63
2119,Thank Goodness you're Here,151.01,177.72,197.65,0.57,0.24,197.65,0.57,174.33,-0.13,175.46
666,F-Zero X,57.70,69.43,78.00,0.57,0.26,78.00,0.57,67.85,-0.15,68.38
1585,Portal,67.69,81.53,91.90,0.57,0.26,91.90,0.57,79.79,-0.15,80.37
178,Batman Arkham Asylum,68.24,83.38,94.08,0.57,0.27,94.08,0.57,81.16,-0.16,81.90
324,Cave Story,114.77,141.67,160.52,0.57,0.29,160.52,0.57,137.64,-0.17,138.98
1879,Sky Force Reloaded,103.17,136.45,159.77,0.57,0.35,159.77,0.57,131.47,-0.22,133.13
267,Bravely Second - End Layer,80.90,107.24,126.60,0.57,0.36,126.60,0.57,103.75,-0.22,104.91
1154,LostWinds 2 Winter of the Melodias,75.46,101.71,119.41,0.57,0.37,119.41,0.57,97.43,-0.23,98.86
695,FEZ,85.80,116.78,137.67,0.57,0.38,137.67,0.57,111.73,-0.23,113.42
214,BIT.TRIP RERUNNER,71.91,98.76,117.58,0.57,0.39,117.58,0.57,94.75,-0.24,96.08
1554,Planet Coaster,79.42,108.21,131.05,0.57,0.39,131.05,0.57,105.23,-0.25,106.22
1616,Psi-Ops The Mindgate Conspiracy,51.96,71.48,86.93,0.57,0.40,86.93,0.57,69.44,-0.26,70.12
332,Chasm,98.97,137.64,166.56,0.57,0.41,166.56,0.57,132.77,-0.26,134.39
1691,Resident Evil 4,55.59,77.80,95.01,0.57,0.41,95.01,0.57,75.30,-0.27,76.13
1958,Star Ocean - First Departure,54.01,77.97,94.31,0.57,0.43,94.31,0.57,74.16,-0.28,75.43
1133,Little Nightmares II,81.35,122.05,150.77,0.57,0.46,150.77,0.57,116.06,-0.30,118.06
653,Evan's Remains,95.57,145.30,181.53,0.57,0.47,181.53,0.57,138.55,-0.31,140.80
1248,Mega Man 8,103.21,156.70,195.53,0.57,0.47,195.53,0.57,149.37,-0.31,151.81
1301,MO -Astray,48.27,73.52,90.25,0.57,0.47,90.25,0.57,69.26,-0.31,70.68
157,Baldur's Gate - Dark Alliance II,65.01,98.59,125.94,0.57,0.48,125.94,0.57,95.47,-0.32,96.51
1880,Sky Rogue,95.91,148.45,186.32,0.57,0.49,186.32,0.57,141.11,-0.32,143.56
1377,Neon White,79.84,126.84,164.91,0.57,0.52,164.91,0.57,122.38,-0.35,123.86
1145,Lords of Xulima,20.42,35.27,45.91,0.57,0.56,45.91,0.57,33.16,-0.40,33.87
1612,Pronty,26.18,59.92,86.29,0.57,0.70,86.29,0.57,56.24,-0.54,57.46
2090,Taur,18.02,42.43,62.29,0.57,0.71,62.29,0.57,40.16,-0.57,40.91
643,Eternal Hope,10.63,46.23,70.66,0.57,0.85,70.66,0.57,40.65,-0.76,42.51
693,Fell Seal Arbiters Mark,113.53,114.72,115.81,0.58,0.02,115.81,0.58,114.67,-0.01,114.68
1326,Mortal Kombat 1,171.47,174.87,178.40,0.58,0.04,178.40,0.58,174.94,-0.02,174.92
1280,Middle-Earth - Shadow of Mordor,77.79,80.87,83.93,0.58,0.07,83.93,0.58,80.86,-0.04,80.86
1257,Metal Gear - Rising Revengeance,96.65,101.59,105.95,0.58,0.09,105.95,0.58,101.30,-0.05,101.40
336,Child of Light,151.77,160.88,169.51,0.58,0.10,169.51,0.58,160.64,-0.06,160.72
634,Endless Legend,171.38,182.96,192.57,0.58,0.11,192.57,0.58,181.98,-0.06,182.30
1696,Resident Evil Village,52.21,55.85,59.29,0.58,0.12,59.29,0.58,55.75,-0.06,55.78
1379,Never Alone,62.15,67.20,71.72,0.58,0.13,71.72,0.58,66.93,-0.07,67.02
203,Beyond - Two Souls,108.58,118.38,126.68,0.58,0.14,126.68,0.58,117.63,-0.08,117.88
380,Core Keeper,56.92,61.63,66.24,0.58,0.14,66.24,0.58,61.58,-0.08,61.59
979,ICEY,143.06,156.13,168.76,0.58,0.15,168.76,0.58,155.91,-0.08,155.98
1972,Starcraft II - Legacy of the Void,49.40,54.04,58.20,0.58,0.15,58.20,0.58,53.80,-0.08,53.88
2466,Watch Dogs 2,103.05,114.55,123.96,0.58,0.17,123.96,0.58,113.51,-0.09,113.85
2436,Viewtiful Joe 2,110.34,124.14,138.27,0.58,0.20,138.27,0.58,124.31,-0.11,124.25
1245,Meg's Monster,76.30,87.07,96.05,0.58,0.21,96.05,0.58,86.17,-0.12,86.47
1584,Portal Revolution,47.85,54.79,61.43,0.58,0.22,61.43,0.58,54.64,-0.13,54.69
2275,Those Games,134.10,155.31,175.03,0.58,0.23,175.03,0.58,154.56,-0.13,154.81
2382,Uncharted 2 - Among Thieves,77.49,89.93,101.86,0.58,0.24,101.86,0.58,89.67,-0.14,89.76
1969,Star Wars Battlefront,110.11,129.76,147.68,0.58,0.25,147.68,0.58,128.89,-0.15,129.18
59,Alan Wake,47.52,56.89,65.06,0.58,0.27,65.06,0.58,56.29,-0.16,56.49
671,Fabledom,109.43,132.16,151.11,0.58,0.28,151.11,0.58,130.27,-0.16,130.90
187,Bayonetta 2,96.95,120.97,141.29,0.58,0.31,141.29,0.58,119.12,-0.19,119.74
1570,Pokémon Mystery Dungeon - Blue Rescue Team,76.28,96.30,114.01,0.58,0.33,114.01,0.58,95.14,-0.20,95.53
1352,N+,95.44,120.30,142.17,0.58,0.33,142.17,0.58,118.80,-0.20,119.30
1558,Plushie from the Sky,124.47,157.31,187.01,0.58,0.33,187.01,0.58,155.74,-0.20,156.27
2215,The Night is Grey,32.72,41.21,49.08,0.58,0.33,49.08,0.58,40.90,-0.20,41.00
2403,Until Dawn,31.20,40.43,48.20,0.58,0.35,48.20,0.58,39.70,-0.22,39.94
781,Front Mission,66.56,86.15,104.56,0.58,0.36,104.56,0.58,85.56,-0.22,85.76
2341,Trials of Mana,105.54,138.01,166.19,0.58,0.36,166.19,0.58,135.86,-0.22,136.58
173,Baten Kaitos - Origins,58.34,74.50,90.79,0.58,0.36,90.79,0.58,74.57,-0.22,74.55
1296,Minoria,62.06,80.30,98.44,0.58,0.37,98.44,0.58,80.25,-0.23,80.27
1550,Pilotwings 64,93.49,121.76,151.14,0.58,0.38,151.14,0.58,122.31,-0.24,122.13
2157,The Forest Quartet,33.12,43.12,53.19,0.58,0.38,53.19,0.58,43.15,-0.24,43.14
1857,Silent Hill - Shattered Memories,46.02,64.23,80.15,0.58,0.43,80.15,0.58,63.08,-0.27,63.47
2156,The Fall,10.20,16.61,22.68,0.58,0.55,22.68,0.58,16.44,-0.40,16.50
1468,Ori and the Blind Forest,44.16,88.11,131.73,0.58,0.66,131.73,0.58,87.95,-0.50,88.00
2029,Super Mario Bros. Wonder,143.24,148.88,154.82,0.59,0.07,154.82,0.59,149.03,-0.04,148.98
1338,Murders on the Yangtze River,144.67,149.46,155.58,0.59,0.07,155.58,0.59,150.13,-0.04,149.90
1144,Loot River,58.85,61.24,64.22,0.59,0.08,64.22,0.59,61.54,-0.04,61.44
619,Einhander,165.28,172.54,181.20,0.59,0.09,181.20,0.59,173.24,-0.05,173.01
2216,The Operator,55.89,58.85,62.53,0.59,0.11,62.53,0.59,59.21,-0.06,59.09
272,Bright Memory,124.98,132.91,141.43,0.59,0.12,141.43,0.59,133.21,-0.06,133.11
166,Banishers Ghosts of New Eden,29.07,30.80,32.95,0.59,0.12,32.95,0.59,31.01,-0.06,30.94
1397,Nier - Automata,115.19,123.52,132.23,0.59,0.13,132.23,0.59,123.71,-0.07,123.65
651,Etrian Odyssey V - Beyond the Myth,105.95,114.88,126.23,0.59,0.16,126.23,0.59,116.09,-0.09,115.69
44,Age of Empires II - The Age of Kings,119.88,131.55,144.29,0.59,0.17,144.29,0.59,132.08,-0.09,131.91
2250,The Turing Test,137.28,150.30,165.17,0.59,0.17,165.17,0.59,151.23,-0.09,150.92
2270,This Is the Police 2,92.97,102.57,113.17,0.59,0.18,113.17,0.59,103.07,-0.10,102.90
2011,Suikoden IV,154.89,172.06,190.01,0.59,0.18,190.01,0.59,172.45,-0.10,172.32
1736,Rogue Galaxy,92.86,103.57,114.95,0.59,0.19,114.95,0.59,103.90,-0.11,103.79
99,Armello,100.39,112.04,125.83,0.59,0.20,125.83,0.59,113.11,-0.11,112.75
881,Gunpoint,31.97,35.78,40.21,0.59,0.20,40.21,0.59,36.09,-0.12,35.99
2147,The Elder Scrolls V - Skyrim,18.66,20.87,23.67,0.59,0.21,23.67,0.59,21.16,-0.12,21.06
64,Aliens Dark Descent,54.89,61.57,69.16,0.59,0.21,69.16,0.59,62.03,-0.12,61.87
2568,Ys VIII - Lacrimosa of DANA,108.16,122.33,140.04,0.59,0.23,140.04,0.59,124.10,-0.13,123.51
1039,Jotun,140.32,160.36,181.49,0.59,0.23,181.49,0.59,160.90,-0.13,160.72
1116,Lies of P,75.58,85.99,97.61,0.59,0.23,97.61,0.59,86.59,-0.13,86.39
2540,Yakuza 0,81.41,92.74,107.37,0.59,0.24,107.37,0.59,94.39,-0.14,93.84
1871,Skelattack,91.79,104.66,121.18,0.59,0.24,121.18,0.59,106.48,-0.14,105.88
1471,Our Adventurer Guild,117.67,135.15,154.21,0.59,0.24,154.21,0.59,135.94,-0.14,135.68
92,Ara Fell,134.03,155.51,179.54,0.59,0.25,179.54,0.59,156.79,-0.15,156.36
50,Age of Wonders Planetfall,59.49,68.90,79.45,0.59,0.25,79.45,0.59,69.47,-0.15,69.28
1611,Project Wingman,88.81,102.33,120.22,0.59,0.26,120.22,0.59,104.51,-0.15,103.78
2421,Vambrace Cold Soul,43.96,51.42,60.09,0.59,0.27,60.09,0.59,52.03,-0.16,51.83
1140,Lonely Mountains Downhill,105.72,124.15,146.13,0.59,0.28,146.13,0.59,125.93,-0.16,125.33
963,Huntdown,74.08,88.84,106.39,0.59,0.30,106.39,0.59,90.23,-0.18,89.77
2171,The Jackbox Party Pack 7,113.12,136.08,162.48,0.59,0.30,162.48,0.59,137.80,-0.18,137.23
1007,Insurmountable,127.77,154.70,183.13,0.59,0.30,183.13,0.59,155.45,-0.18,155.20
2332,Tower of Time,106.43,130.15,159.84,0.59,0.33,159.84,0.59,133.13,-0.20,132.14
12,A Dance of Fire and Ice,44.06,53.67,66.00,0.59,0.33,66.00,0.59,55.03,-0.20,54.58
1753,Rustler,30.99,38.27,46.65,0.59,0.34,46.65,0.59,38.82,-0.21,38.64
1796,Selfloss,107.24,136.42,167.09,0.59,0.36,167.09,0.59,137.16,-0.22,136.91
190,Bayonetta,92.55,118.63,146.22,0.59,0.37,146.22,0.59,119.38,-0.23,119.13
1055,Kid Icarus - Uprising,112.41,144.16,179.64,0.59,0.37,179.64,0.59,146.03,-0.23,145.40
2347,Trine 4 - The Nightmare Prince,49.08,62.42,78.60,0.59,0.38,78.60,0.59,63.84,-0.23,63.37
1685,Resident Evil - Revelations,29.10,38.17,47.61,0.59,0.39,47.61,0.59,38.36,-0.25,38.29
1527,Persona 3,91.19,120.58,151.20,0.59,0.40,151.20,0.59,121.19,-0.25,120.99
1163,Lumione,112.48,146.82,187.93,0.59,0.40,187.93,0.59,150.20,-0.25,149.08
2166,The Henry Stickmin Collection,94.37,124.48,160.04,0.59,0.41,160.04,0.59,127.20,-0.26,126.30
2290,Timesplitters,64.91,87.54,114.75,0.59,0.43,114.75,0.59,89.83,-0.28,89.07
2515,Wonhon - A Vengeful Spirit,46.08,62.21,80.70,0.59,0.43,80.70,0.59,63.39,-0.28,63.00
856,Graveyard Keeper,50.78,75.20,102.66,0.59,0.51,102.66,0.59,76.72,-0.34,76.21
7,30XX,50.38,81.71,115.86,0.59,0.57,115.86,0.59,83.12,-0.40,82.65
480,Demon's Souls,86.15,86.39,86.71,0.60,0.01,86.71,0.60,86.43,0.00,86.42
1535,Phoenix Wright - Ace Attorney - Trials and Tribulations,137.64,141.40,146.52,0.60,0.06,146.52,0.60,142.08,-0.03,141.85
1299,Mirrors Edge,217.08,222.78,230.79,0.60,0.06,230.79,0.60,223.94,-0.03,223.55
1690,Resident Evil 4 Remake,37.86,39.05,41.06,0.60,0.08,41.06,0.60,39.46,-0.04,39.32
1332,Mortal Shell,41.01,42.39,44.54,0.60,0.08,44.54,0.60,42.78,-0.04,42.65
1760,Sacrifice,77.00,79.86,83.71,0.60,0.08,83.71,0.60,80.35,-0.04,80.19
1251,Mega Man Powered Up,158.76,165.51,176.01,0.60,0.10,176.01,0.60,167.38,-0.05,166.76
175,Batman - Arkham Origins,127.25,133.86,143.59,0.60,0.11,143.59,0.60,135.42,-0.06,134.90
1477,Overboard,80.59,85.03,91.69,0.60,0.12,91.69,0.60,86.14,-0.07,85.77
2178,The Last of Us Part II,41.64,44.34,48.06,0.60,0.13,48.06,0.60,44.85,-0.07,44.68
814,Ghosts 'n Goblins Resurrection,83.44,88.61,95.50,0.60,0.13,95.50,0.60,89.47,-0.07,89.19
2188,The Legend of Zelda - Echoes of Wisdom,124.57,132.85,144.63,0.60,0.14,144.63,0.60,134.60,-0.08,134.02
2433,Victory Heat Rally,128.81,137.43,151.42,0.60,0.15,151.42,0.60,140.11,-0.08,139.22
