Name,r,g,b,hue,sat_1,value,lumo,Custom Order,sat_2,red,green,blue,yellow,cyan,magenta,orange,indigo,black,white,unknown,grey
Undertale,42,40,41,330,0.05,0,0.16,B,0.02,3,0,0,0,0,0,0,0,35328,1578,36963,6237
Paquerette Down the Bunburrows,91,37,63,331.11,0.59,0,0.25,B,0.42,0,0,0,0,0,0,0,0,3261,1475,43064,136
Advance Wars - Dual Strike,110,89,99,331.43,0.19,0,0.39,B,0.11,1526,0,0,13,0,0,1016,0,2536,1142,42974,226
Sam & Max - The Devil's Playhouse,111,76,92,332.57,0.32,0,0.37,B,0.19,106,0,0,0,0,0,267,55,3392,1638,41982,1218
Batora Lost Haven,88,57,71,332.9,0.35,0,0.28,B,0.21,16,0,339,0,0,255,683,69,10694,1064,43173,27
Tales of Xillia 2,136,118,126,333.33,0.13,1,0.5,B,0.07,0,0,0,6,3,0,19,0,7132,6766,42387,813
Circus Electrique,74,65,69,333.33,0.12,0,0.27,B,0.06,66,0,0,0,0,0,2,0,16303,1013,40619,2581
Medievil 2,98,82,89,333.75,0.16,0,0.35,B,0.09,229,0,0,445,0,0,423,0,8135,830,40977,2223
Killer is Dead,73,57,64,333.75,0.22,0,0.25,B,0.12,679,0,0,0,0,0,0,0,24382,3233,41139,2061
NBA Street,131,117,123,334.29,0.11,1,0.49,B,0.06,534,0,0,379,0,0,1722,2,3120,6186,41548,1652
Ace Attorney Investigations Collection,128,100,112,334.29,0.22,1,0.45,B,0.12,25,0,0,0,0,0,5,0,5522,4299,42205,995
Magicka,106,71,86,334.29,0.33,0,0.35,B,0.2,2313,1,74,274,24,17,1729,0,9581,1168,43119,81
In Sound Mind,130,83,103,334.47,0.36,1,0.42,B,0.22,765,0,27,2,0,50,291,15,7568,2917,43152,48
Fate Unlimited Codes,160,110,131,334.8,0.31,1,0.53,B,0.21,1011,0,91,0,1,0,215,1,2118,4542,43152,48
Sonic Adventure 2 - Battle,153,141,146,335,0.08,1,0.58,B,0.06,996,0,32,167,0,0,959,0,5398,14362,40996,2204
Batman Vengeance,82,34,54,335,0.59,0,0.23,B,0.41,961,0,0,0,0,0,0,0,21472,1082,42113,1087
BloodRayne - Betrayal,129,112,119,335.29,0.13,1,0.47,B,0.07,1028,0,0,20,0,0,0,0,2631,4241,39572,3628
X-Men vs. Street Fighter,175,153,162,335.45,0.13,1,0.64,B,0.12,1131,0,0,6,0,0,300,45,1882,16976,42116,1084
Kirby - Planet Robobot,157,130,141,335.56,0.17,1,0.56,B,0.12,427,0,24,1687,427,0,838,41,809,4966,42289,911
Her Story,75,70,72,336,0.07,0,0.28,B,0.03,41,0,0,0,0,0,0,0,21050,2963,39968,3232
Hollow Knight_5,71,41,53,336,0.42,0,0.22,B,0.27,531,0,0,0,0,0,3,0,20928,1447,42617,583
Jamestown+,150,127,136,336.52,0.15,1,0.54,B,0.1,137,0,0,12,6,0,127,0,5576,7101,42755,445
Tails - The Backbone Preludes,81,68,73,336.92,0.16,0,0.29,B,0.09,2,0,0,0,0,0,179,0,6402,10,42816,384
X-Men Legends,71,58,63,336.92,0.18,0,0.25,B,0.1,0,0,0,0,0,0,40,0,20939,2835,41939,1261
Cadence of Hyrule - Crypt of the NecroDancer Featuring The Legend of Zelda,93,59,72,337.06,0.37,0,0.3,B,0.22,1578,103,0,721,0,1,381,19,12475,986,42959,241
BROK the InvestiGator,126,96,107,338,0.24,0,0.44,B,0.14,35,63,1,0,11,0,17,1,3899,1391,43163,37
Travis Strikes Again - No More Heroes,120,78,93,338.57,0.35,0,0.39,B,0.21,4328,0,0,1,0,0,165,0,4336,1516,42574,626
Afterimage,148,101,117,339.57,0.32,1,0.49,B,0.19,0,0,0,0,0,0,0,0,808,7117,42642,558
The Great Ace Attorney Chronicles,174,159,164,340,0.09,1,0.65,B,0.08,5,0,4,0,0,0,3,1,2094,14667,41802,1398
La Pucelle Ragnarok,171,138,149,340,0.19,1,0.61,B,0.16,758,0,0,0,0,0,133,0,39,7599,43066,134
Divinity - Original Sin,146,140,142,340,0.04,1,0.56,B,0.03,27,0,0,0,0,0,98,0,2499,12391,34693,8507
Dungeons 4,141,111,121,340,0.21,1,0.49,B,0.12,849,0,0,12,0,0,247,0,2505,1684,42430,770
Jade Empire,122,107,112,340,0.12,0,0.45,B,0.07,91,0,0,11,0,0,62,0,3683,2840,41799,1401
Sigma Theory,206,14,78,340,0.93,1,0.43,B,0.87,32860,0,0,0,0,0,0,9,58,1,43200,0
Bloody Roar 4,88,67,74,340,0.24,0,0.3,B,0.14,695,0,0,0,0,0,146,0,8981,811,42272,928
Glass Masquerade 2 Illusions,64,58,60,340,0.09,0,0.24,B,0.05,1,0,0,0,0,0,0,3,15812,410,41407,1793
Devotion,31,25,27,340,0.19,0,0.11,B,0.11,706,0,0,0,0,0,0,0,41658,0,43200,0
Puddle Knights,114,89,97,340.8,0.22,0,0.4,B,0.12,7378,0,7,0,0,0,1,0,101,1627,42443,757
River City - Tokyo Rumble,118,61,79,341.05,0.48,0,0.35,B,0.32,4786,0,0,220,0,0,756,1,2077,1846,42739,461
Monster Boy and the Cursed Kingdom,180,164,169,341.25,0.09,1,0.67,B,0.1,3532,0,298,105,619,0,459,0,59,12661,42799,401
Naruto Ultimate Ninja Storm,175,159,164,341.25,0.09,1,0.65,B,0.09,82,0,190,556,1,0,548,21,1379,11590,42905,295
Sudeki,124,92,102,341.25,0.26,0,0.42,B,0.15,70,0,61,44,0,21,586,38,6810,2982,42805,395
Twelve Minutes,41,12,21,341.38,0.71,0,0.1,B,0.55,2052,0,0,0,0,0,0,0,33086,378,42734,466
Balatro,124,98,106,341.54,0.21,0,0.44,B,0.12,4922,0,0,0,55,0,2,0,889,2664,41767,1433
Age of Wonders 2 - The Wizard's Throne,109,83,91,341.54,0.24,0,0.38,B,0.14,1099,0,134,1,0,0,828,0,6669,636,42051,1149
Evoland,83,44,56,341.54,0.47,0,0.25,B,0.31,125,0,0,22,0,0,435,0,20360,413,43140,60
The Coma 2 Vicious Sisters,45,22,29,341.74,0.51,0,0.13,B,0.34,689,0,0,0,0,0,0,0,29723,751,42165,1035
Mafia III,109,99,102,342,0.09,0,0.41,B,0.05,71,0,0,0,0,0,0,0,12870,9390,40497,2703
Mafia II,93,83,86,342,0.11,0,0.35,B,0.06,539,0,0,0,0,0,0,0,15103,4364,35559,7641
Red Wings - American Aces,158,141,146,342.35,0.11,1,0.59,B,0.08,3415,0,14,64,5,0,507,0,2972,11082,42369,831
Sundered,107,38,58,342.61,0.64,0,0.28,B,0.48,1010,0,0,504,0,0,1048,0,14153,1713,43188,12
CARRION,78,33,46,342.67,0.58,0,0.22,B,0.41,1431,0,0,0,0,0,4,0,22703,1299,43199,1
Ballance,141,113,121,342.86,0.2,1,0.5,B,0.11,32,0,0,0,0,0,0,0,3655,1173,43178,22
World of Goo 2,149,117,126,343.12,0.21,1,0.52,B,0.13,0,0,0,0,0,0,0,0,11598,12408,40470,2730
Skullgirls,113,102,105,343.64,0.1,0,0.42,B,0.05,119,0,0,0,0,0,913,0,9293,7581,40752,2448
Folklore,57,46,49,343.64,0.19,0,0.2,B,0.11,2,0,0,0,0,0,0,0,25002,759,41354,1846
Catherine,172,87,110,343.76,0.49,1,0.51,B,0.34,349,0,0,0,0,0,408,0,2634,1577,43161,39
Control,156,100,115,343.93,0.36,1,0.5,B,0.22,1093,0,0,0,0,0,26,0,506,14268,43185,15
Mario & Sonic at the Olympic Games,163,144,149,344.21,0.12,1,0.6,B,0.09,856,0,972,520,0,0,1093,0,366,6218,38997,4203
Noctuary,123,100,106,344.35,0.19,0,0.44,B,0.1,0,0,0,0,0,0,3,0,7913,8509,42865,335
Spider Man The Movie,52,25,32,344.44,0.52,0,0.15,B,0.35,52,0,0,0,0,0,0,0,26543,661,42194,1006
Spider-Man,52,25,32,344.44,0.52,0,0.15,B,0.35,52,0,0,0,0,0,0,0,26543,661,42194,1006
Citizen Sleeper,156,51,78,344.57,0.67,1,0.41,B,0.51,12193,0,0,0,0,0,4,0,7654,85,42939,261
The Jackbox Party Pack 2,157,58,83,344.85,0.63,1,0.42,B,0.46,8383,0,47,0,3,0,6,16,1112,1343,41279,1921
Unravel Two,167,163,164,345,0.02,1,0.65,B,0.02,510,0,0,19,0,0,0,0,990,10070,37629,5571
Tales of Berseria,149,133,137,345,0.11,1,0.55,B,0.07,127,0,0,0,0,0,0,0,10603,14601,34989,8211
No More Heroes 3,160,104,118,345,0.35,1,0.52,B,0.23,6374,0,0,5,0,0,547,6,838,3683,43011,189
Going Under,152,100,113,345,0.34,1,0.49,B,0.21,2263,0,0,28,0,0,207,27,2803,4333,43049,151
Daredevil - Man Without Fear,89,69,74,345,0.22,0,0.31,B,0.13,776,0,0,0,0,0,661,0,16682,2853,40862,2338
The Witness,83,59,65,345,0.29,0,0.28,B,0.17,471,0,0,886,0,0,2971,1,14361,2060,42938,262
Resident Evil 2,42,34,36,345,0.19,0,0.15,B,0.11,162,0,0,0,0,0,2,0,29128,271,42417,783
Fae Tactics,164,131,139,345.45,0.2,1,0.58,B,0.15,205,0,0,1253,1,1,1237,149,2625,6726,43037,163
Wildermyth,135,106,113,345.52,0.21,1,0.47,B,0.12,39,0,0,31,0,0,239,2,3939,2312,42686,514
Voidigo,119,81,90,345.79,0.32,0,0.39,B,0.19,1281,7,188,216,500,403,814,0,11318,1474,43186,14
Naruto Shippuden - Ultimate Ninja Heroes 3,136,106,113,346,0.22,1,0.47,B,0.12,1043,0,156,461,28,1,2448,6,4510,6602,42398,802
Pizza Tower,143,103,112,346.5,0.28,1,0.48,B,0.16,676,1,2,26,0,0,360,13,2894,2253,42944,256
Tekken 3,152,85,100,346.57,0.44,1,0.46,B,0.28,2583,0,37,0,0,0,55,42,5417,6556,42868,332
inFAMOUS First Light,144,117,123,346.67,0.19,1,0.51,B,0.11,163,0,0,7,0,73,189,0,9099,12525,37164,6036
Jackie Chan Stuntmaster,129,111,115,346.67,0.14,1,0.47,B,0.07,1116,0,0,0,0,0,255,2,13516,13309,40946,2254
Persona Q - Shadow of the Labyrinth,122,95,101,346.67,0.22,0,0.43,B,0.12,126,0,0,95,0,0,209,2,7040,4607,41188,2012
The Bookwalker - Thief of Tales,148,31,57,346.67,0.79,1,0.35,B,0.65,18629,0,0,344,0,0,288,0,6932,14,43195,5
Fire Emblem Fates,89,80,82,346.67,0.1,0,0.33,B,0.05,0,0,0,0,0,0,0,0,15511,1456,37753,5447
Onimusha Warlords,83,24,37,346.78,0.71,0,0.21,B,0.55,1329,0,0,0,0,0,64,0,14314,333,43100,100
Momodora - Reverie Under the Moonlight,131,99,106,346.88,0.24,1,0.45,B,0.14,1968,0,0,0,4,0,544,0,7253,5116,43089,111
Rogue Legacy 2,126,94,101,346.88,0.25,0,0.43,B,0.15,15,0,11,488,0,0,1055,728,966,1692,42778,422
Heart of Darkness,45,22,27,346.96,0.51,0,0.13,B,0.34,516,0,0,0,0,0,0,49,28611,604,42974,226
Arc the Lad II,161,96,110,347.08,0.4,1,0.5,B,0.26,3292,0,0,73,0,0,64,4,3483,5089,43180,20
Speed Brawl,120,78,87,347.14,0.35,0,0.39,B,0.21,4736,0,0,12,0,0,218,0,5252,150,42867,333
Devil May Cry 4,88,60,66,347.14,0.32,0,0.29,B,0.19,516,0,295,16,34,0,1044,0,12901,1408,43138,62
Pyre,57,43,46,347.14,0.25,0,0.2,B,0.14,233,0,27,0,181,0,74,0,22279,332,42847,353
Rogue Legacy,128,51,67,347.53,0.6,1,0.35,B,0.43,2596,0,38,27,0,46,138,0,6258,1458,42548,652
Ghostrunner,146,48,68,347.76,0.67,1,0.38,B,0.51,18152,0,0,0,0,0,0,0,9859,2322,41988,1212
Trauma Center - Under the Knife,141,136,137,348,0.04,1,0.54,B,0.02,0,0,0,0,0,0,0,0,2128,8443,39804,3396
Actraiser Renaissance,97,87,89,348,0.1,0,0.36,B,0.05,28,0,0,0,0,0,0,0,13890,3756,41692,1508
Kunai,108,58,68,348,0.46,0,0.33,B,0.3,6936,0,1260,0,0,0,0,0,14276,4194,41271,1929
Champions Return to Arms,54,39,42,348,0.28,0,0.18,B,0.16,348,0,0,0,0,0,73,0,23340,350,42623,577
Mortal Kombat - Deadly Alliance,47,42,43,348,0.11,0,0.17,B,0.06,7,0,0,0,0,0,0,0,29038,2053,35087,8113
Lightning Warrior Raidy,162,126,133,348.33,0.22,1,0.56,B,0.16,1015,0,0,27,0,0,502,0,609,4496,42080,1120
Viewtiful Joe - Double Trouble!,117,81,88,348.33,0.31,0,0.39,B,0.18,1810,0,0,22,0,10,158,294,10091,3802,39996,3204
Hunt the Night,110,89,93,348.57,0.19,0,0.39,B,0.11,358,0,0,0,0,0,11,0,11578,6761,40722,2478
Hotline Miami,83,61,65,349.09,0.27,0,0.28,B,0.15,139,0,0,1,43,74,80,0,15700,1033,42540,660
Death's Gambit,54,43,45,349.09,0.2,0,0.19,B,0.11,1,0,0,0,0,0,2,0,26706,962,40587,2613
I Am Dead,152,135,138,349.41,0.11,1,0.56,B,0.08,0,0,0,509,0,0,612,0,123,3920,38732,4468
Syberia,109,103,104,350,0.06,0,0.42,B,0.03,0,0,0,0,0,0,0,0,1954,1880,23962,19238
HAAK,98,86,88,350,0.12,0,0.36,B,0.07,0,0,0,0,0,0,0,0,11662,8082,42447,753
The Blackwell Bundle,82,58,62,350,0.29,0,0.27,B,0.17,342,0,0,0,0,0,475,0,6246,21,42654,546
Musashi - Samurai Legend,61,43,46,350,0.3,0,0.2,B,0.17,541,0,0,3,0,0,57,0,25949,237,41322,1878
Hue,50,44,45,350,0.12,0,0.18,B,0.06,611,2,856,494,0,6,767,8,32684,2787,42379,821
Quake,16,10,11,350,0.38,0,0.05,B,0.23,0,0,0,0,0,0,0,0,40571,49,43053,147
Bayonetta 3,87,32,41,350.18,0.63,0,0.23,B,0.46,1570,0,6,0,0,5,0,52,15026,226,42731,469
Kingdom Hearts HD 1.5 ReMIX,140,127,129,350.77,0.09,1,0.52,B,0.05,19,0,327,316,0,0,780,3,7727,10439,39256,3944
BlazBlue Entropy Effect,122,70,78,350.77,0.43,0,0.38,B,0.27,608,0,0,0,0,0,8,0,4897,2968,41888,1312
Coffee Talk,83,57,61,350.77,0.31,0,0.27,B,0.19,7,0,0,0,0,0,0,0,17111,1836,42593,607
Gris,131,91,97,351,0.31,1,0.44,B,0.18,2,0,0,1,0,0,40,0,195,9433,43171,29
Strangeland,64,44,47,351,0.31,0,0.21,B,0.19,0,0,0,0,0,0,0,69,19360,12,42797,403
Red Faction,105,11,25,351.06,0.9,0,0.23,B,0.81,0,0,0,0,0,0,0,0,4313,190,43065,135
Disgaea 2 - Dark Hero Days,162,114,121,351.25,0.3,1,0.54,B,0.21,2551,0,0,122,0,0,251,147,2169,3861,43008,192
Assassin's Creed - Brotherhood,170,163,164,351.43,0.04,1,0.65,B,0.04,68,0,0,0,0,0,0,0,3443,18798,38887,4313
Headlander,87,38,45,351.43,0.56,0,0.25,B,0.39,611,0,0,66,0,0,740,0,14536,1018,43125,75
Disney's Donald Duck - Goin' Quackers,111,82,86,351.72,0.26,0,0.38,B,0.15,952,0,0,135,0,0,2262,0,1411,1099,42606,594
Remember Me,137,115,118,351.82,0.16,1,0.49,B,0.09,0,0,0,0,0,0,0,0,4419,5971,42903,297
Shadows of the Damned,93,41,48,351.92,0.56,0,0.26,B,0.39,2712,0,33,0,0,0,12,4,16619,2426,41872,1328
Catherine Full Body,162,117,123,352,0.28,1,0.55,B,0.19,366,0,0,0,0,0,0,0,5114,2170,41399,1801
Akane,105,45,53,352,0.57,0,0.29,B,0.4,5230,0,0,0,5,0,26,0,10425,866,43033,167
Persona - Revelations,61,46,48,352,0.25,0,0.21,B,0.14,1938,0,0,0,26,0,0,0,22641,214,40600,2600
Pillars of Eternity,96,57,62,352.31,0.41,0,0.3,B,0.25,903,0,0,0,0,0,40,0,16280,1943,42705,495
Wargroove,151,127,130,352.5,0.16,1,0.55,B,0.1,265,0,23,502,2,0,681,14,1547,2482,42318,882
Thousand Arms,133,101,105,352.5,0.24,1,0.46,B,0.14,628,0,0,0,3,0,177,0,8020,6728,42233,967
Gravity Circuit,165,124,129,352.68,0.25,1,0.57,B,0.19,2980,0,0,11,42,0,121,0,1089,4950,42632,568
Demon Turf,175,100,109,352.8,0.43,1,0.54,B,0.32,2480,0,0,98,0,74,2083,58,2348,3527,43074,126
GRIME,128,103,106,352.8,0.2,1,0.45,B,0.11,201,51,907,8,0,0,16,0,5870,2729,39440,3760
First Cut Samurai Duel,21,4,6,352.94,0.81,0,0.05,B,0.68,446,0,0,0,0,0,0,0,38610,0,43200,0
Super High Ball,124,98,101,353.08,0.21,0,0.44,B,0.12,77,0,0,0,0,0,41,0,6134,3889,42976,224
Sunless Skies,80,54,57,353.08,0.32,0,0.26,B,0.19,0,0,0,0,0,0,0,0,13807,1034,43039,161
Driver 2 - The Wheelman is Back,134,18,31,353.28,0.87,1,0.3,B,0.76,20,0,0,0,0,0,0,0,9757,2390,42866,334
WitchSpring R,149,140,141,353.33,0.06,1,0.57,B,0.04,15,0,0,0,0,0,1,0,1758,4081,41264,1936
Mario Kart 8 Deluxe,139,121,123,353.33,0.13,1,0.51,B,0.07,1078,0,29,298,475,352,460,6,2633,2420,42274,926
Turok - Rage Wars,131,113,115,353.33,0.14,1,0.48,B,0.07,1704,0,0,40,11,0,715,0,3376,5675,42687,513
Tangle Tower,116,107,108,353.33,0.08,0,0.44,B,0.04,124,0,0,0,0,0,0,0,14607,7038,41762,1438
Grand Theft Auto - Vice City,113,104,105,353.33,0.08,0,0.43,B,0.04,926,0,0,14,0,0,747,0,13114,6897,41106,2094
Insect Swarm,116,53,60,353.33,0.54,0,0.33,B,0.37,40,0,0,0,0,0,0,0,0,2176,43200,0
Silent Bomber,96,69,72,353.33,0.28,0,0.32,B,0.16,815,0,0,0,0,0,253,0,14547,1383,42076,1124
Middle-Earth - Shadow of War,38,29,30,353.33,0.24,0,0.13,B,0.13,0,0,0,0,0,0,0,0,33896,170,42343,857
The Evil Within 2,160,150,151,354,0.06,1,0.61,B,0.05,22,0,0,0,0,0,0,0,1620,10018,16453,26747
Baba is You,36,26,27,354,0.28,0,0.12,B,0.16,1035,0,0,0,0,0,8,0,35995,1809,42628,572
Doomblade,141,40,50,354.06,0.72,1,0.35,B,0.56,7987,0,0,0,0,2,114,0,4380,149,43200,0
Greak - Memories of Azur,104,83,85,354.29,0.2,0,0.37,B,0.11,0,0,0,13,30,0,20,6,7081,697,42546,654
RUINER,97,26,32,354.93,0.73,0,0.24,B,0.58,5906,0,0,0,0,0,0,0,14944,0,43089,111
Ace Attorney Investigations - Miles Edgeworth,140,104,107,355,0.26,1,0.48,B,0.15,2,0,0,89,0,0,59,0,4446,5078,42256,944
Valkyria Chronicles 4,122,110,111,355,0.1,0,0.45,B,0.05,2,0,0,0,1,0,13,0,1648,3541,39520,3680
Armored Core VI Fires of Rubicon,128,80,84,355,0.38,1,0.41,B,0.23,2483,0,0,0,0,0,117,0,11067,3292,41949,1251
One Piece - Pirate Warriors 4,93,68,70,355.2,0.27,0,0.32,B,0.16,347,0,0,1,0,0,217,0,11784,1099,41834,1366
The Gunk,126,100,102,355.38,0.21,0,0.44,B,0.12,13,0,0,0,0,0,28,0,7325,4870,41832,1368
Metro 2033,96,70,72,355.38,0.27,0,0.33,B,0.16,102,0,0,0,0,0,1,0,19806,5731,41986,1214
24 Killers,71,58,59,355.38,0.18,0,0.25,B,0.1,19,0,21,253,0,0,628,18,23124,213,42875,325
Night Trap,87,18,23,355.65,0.79,0,0.21,B,0.66,4905,0,0,105,0,0,530,3,19097,0,43127,73
The Banner Saga 2,150,136,137,355.71,0.09,1,0.56,B,0.06,44,0,0,0,0,0,11,0,1060,7677,41087,2113
Dino Crisis,92,64,66,355.71,0.3,0,0.31,B,0.18,841,0,0,0,0,0,0,0,13841,597,34934,8266
Persona 5,108,79,81,355.86,0.27,0,0.37,B,0.16,1417,0,0,0,0,0,22,0,12029,2684,40921,2279
Castlevania,86,42,45,355.91,0.51,0,0.25,B,0.34,3922,0,0,0,0,0,92,0,18758,415,42549,651
The TakeOver,147,95,98,356.54,0.35,1,0.47,B,0.21,2942,0,270,113,0,0,2526,2,2816,2669,43101,99
Split;Second,127,109,110,356.67,0.14,0,0.46,B,0.08,237,0,0,0,0,0,112,0,13316,12823,37045,6155
Manhunt 2,128,90,92,356.84,0.3,1,0.43,B,0.17,800,0,0,0,0,0,59,1,10061,4724,43011,189
Madshot,73,35,37,356.84,0.52,0,0.21,B,0.35,1640,0,0,0,0,0,14,0,20467,2143,42464,736
Ys The Oath in Felghana,101,77,78,357.5,0.24,0,0.35,B,0.13,206,0,0,0,0,0,586,0,6859,1255,39391,3809
Gitaroo Man,118,92,93,357.69,0.22,0,0.41,B,0.12,633,0,6,48,0,0,113,0,10084,4644,42094,1106
Spider-Man 2 - Enter Electro,114,87,88,357.78,0.24,0,0.39,B,0.13,1800,0,79,1460,0,0,923,0,2047,1252,42297,903
Wolfenstein - The New Order,66,39,40,357.78,0.41,0,0.21,B,0.26,73,0,0,0,0,0,0,0,29624,3543,40452,2748
The Thaumaturge,50,23,24,357.78,0.54,0,0.14,B,0.37,49,0,0,0,0,0,2,0,27068,27,42712,488
Fatal Frame II Crimson Butterfly,47,18,19,357.93,0.62,0,0.13,B,0.45,3305,0,0,0,0,0,7,0,32224,946,42225,975
OlliOlli World,165,135,136,358,0.18,1,0.59,B,0.14,4499,3,0,20,273,0,34,0,1030,4407,42985,215
Assemble with Care,191,158,159,358.18,0.17,1,0.68,B,0.2,0,0,0,0,0,0,0,0,5310,4692,42694,506
Extreme-G 2,162,92,94,358.29,0.43,1,0.5,B,0.28,6718,0,0,172,0,0,783,5,1563,1649,42945,255
Sonic X Shadow Generations,134,97,98,358.38,0.28,1,0.45,B,0.16,2787,0,111,192,48,0,486,0,6253,5967,41852,1348
The Friends of Ringo Ishikawa,138,26,29,358.39,0.81,1,0.32,B,0.68,428,0,0,0,0,0,0,0,4908,2892,43022,178
Death and Taxes,145,68,70,358.44,0.53,1,0.42,B,0.36,28,0,0,297,696,0,145,0,4339,4225,40466,2734
Cat Quest II,142,99,100,358.6,0.3,1,0.47,B,0.18,824,0,6,1998,170,4,1644,13,765,1263,42927,273
Marvel's Spider-Man,162,31,34,358.63,0.81,1,0.38,B,0.68,4722,0,0,0,0,0,0,0,1981,1790,43030,170
River City - Rival Showdown,121,77,78,358.64,0.36,0,0.39,B,0.22,367,0,0,1,4,0,103,0,8098,3324,40757,2443
Star Wars - Jedi Survivor,128,80,81,358.75,0.38,1,0.41,B,0.23,2947,0,38,0,0,0,1575,0,1908,848,39823,3377
Shadow Complex,107,49,50,358.97,0.54,0,0.31,B,0.37,0,0,0,0,0,0,0,0,10690,7112,41928,1272
Shin Megami Tensei - Nocturne,107,5,6,359.41,0.95,0,0.22,B,0.91,5136,0,0,0,0,0,0,0,11030,49,42825,375
Wolfenstein - The Old Blood,158,42,43,359.48,0.73,1,0.39,B,0.58,10124,0,0,0,0,0,0,0,4873,2630,43200,0
Hitman Absolution,97,13,12,0.71,0.88,0,0.21,C,0.78,52,0,0,0,0,0,0,0,15140,688,42898,302
The 3rd Birthday,126,44,43,0.72,0.66,0,0.33,C,0.49,2,0,0,0,0,0,0,0,4738,75,43178,22
Stray,113,40,39,0.81,0.65,0,0.3,C,0.49,1508,0,0,8,0,0,607,0,5029,1648,43102,98
Dungeon Siege - Throne of Agony,95,29,28,0.9,0.71,0,0.24,C,0.54,913,0,0,0,10,0,0,0,10997,115,43195,5
Gripper,143,78,77,0.91,0.46,1,0.43,C,0.3,12979,0,0,0,0,0,0,0,13298,7841,41796,1404
Sound Shapes,204,86,84,1,0.59,1,0.56,C,0.54,37109,0,0,0,0,0,0,0,0,269,43158,42
Wolfenstein II - The New Colossus,105,46,45,1,0.57,0,0.29,C,0.4,315,0,0,0,0,0,0,0,18706,3809,38900,4300
Unreal Tournament 3,144,88,87,1.05,0.4,1,0.45,C,0.25,1098,0,0,2,0,0,210,0,5518,9326,40395,2805
The Vale - Shadow of the Crown,101,46,45,1.07,0.55,0,0.29,C,0.38,788,0,0,0,0,0,313,0,17187,7,43197,3
Resident Evil Deadly Silence,120,36,34,1.4,0.72,0,0.3,C,0.56,7630,0,0,52,0,0,99,0,11785,1126,41992,1208
Shin Megami Tensei - Devil Survivor,122,55,53,1.74,0.57,0,0.34,C,0.39,2276,0,0,0,0,0,11,0,7858,2570,42971,229
Hot Wheels Unleashed,91,60,59,1.87,0.35,0,0.29,C,0.21,1260,0,7,954,0,0,2023,0,12870,474,43003,197
Red Steel,118,58,56,1.94,0.53,0,0.34,C,0.36,8205,0,0,0,0,0,1,0,15956,4517,42875,325
Warcraft I & II,118,59,57,1.97,0.52,0,0.34,C,0.35,9436,0,0,984,0,0,1557,0,3294,288,43081,119
Persona 2 - Eternal Punishment,152,124,123,2.07,0.19,1,0.54,C,0.12,44,0,0,0,0,0,0,0,5564,5411,42036,1164
Ultros,80,52,51,2.07,0.36,0,0.26,C,0.22,431,78,9,499,2,0,558,30,9677,2,42689,511
Freedom Fighters,149,122,121,2.14,0.19,1,0.53,C,0.12,3929,0,0,0,0,0,8,0,12813,15817,37588,5612
Werewolf - The Apocalypse - Earthblood,130,103,102,2.14,0.22,1,0.45,C,0.12,770,0,0,0,0,0,0,0,11885,10839,39324,3876
Minecraft Dungeons,110,56,54,2.14,0.51,0,0.32,C,0.34,2097,0,0,230,0,0,2709,0,8975,112,42775,425
SteamWorld Heist,119,67,65,2.22,0.45,0,0.36,C,0.29,574,0,0,774,0,388,1383,0,8207,1128,42875,325
Tenchu Wrath of Heaven,115,41,38,2.34,0.67,0,0.3,C,0.5,187,0,0,0,0,0,7,0,10050,2986,42965,235
GUILTY GEAR -STRIVE,91,42,40,2.35,0.56,0,0.26,C,0.39,1,0,0,0,0,0,0,0,7625,1411,42628,572
Wild Arms 2,120,97,96,2.5,0.2,0,0.42,C,0.11,1401,0,0,0,0,0,795,0,1737,4954,40643,2557
Dragon Age II,161,139,138,2.61,0.14,1,0.59,C,0.11,54,0,0,0,0,0,0,0,9374,20422,41469,1731
Naruto Shippuden - Ultimate Ninja Impact,124,82,80,2.73,0.35,0,0.4,C,0.22,1812,0,37,352,1,0,943,8,4866,1401,42510,690
Dreamscaper,50,29,28,2.73,0.44,0,0.15,C,0.28,0,0,0,0,0,0,0,0,32077,33,42076,1124
Supraland,169,128,126,2.79,0.25,1,0.58,C,0.2,1301,0,0,1,0,911,285,0,3173,4853,42164,1036
Dragon Quest VIII - Journey of the Cursed King,121,101,100,2.86,0.17,0,0.43,C,0.1,246,0,0,42,3,0,718,0,520,488,40606,2594
The Eternal Cylinder,144,65,61,2.89,0.58,1,0.4,C,0.4,2200,0,0,0,0,0,309,0,5906,151,43199,1
Shadow Hearts - From the New World,162,143,142,3,0.12,1,0.6,C,0.1,201,0,0,585,0,0,1088,0,884,9759,40155,3045
Wild Arms 5,143,86,83,3,0.42,1,0.44,C,0.27,1909,0,0,383,0,0,1390,0,5684,278,43122,78
Ultimate Mortal Kombat,47,28,27,3,0.43,0,0.15,C,0.27,2007,0,0,0,0,0,0,0,30383,1343,41038,2162
Dragon Age Origins,174,138,136,3.16,0.22,1,0.61,C,0.19,136,0,0,0,0,0,28,0,2821,21099,42572,628
Paper Beast,140,86,83,3.16,0.41,1,0.44,C,0.26,936,0,0,0,0,0,187,0,6267,604,42577,623
Legend of Legaia,78,60,59,3.16,0.24,0,0.27,C,0.14,305,0,0,39,0,0,496,0,13791,193,41641,1559
Metroid - Samus Returns,70,52,51,3.16,0.27,0,0.24,C,0.16,186,0,0,250,0,0,624,0,19073,968,41985,1215
