Name,r,g,b,hue,sat_1,value,lumo,Custom Order,sat_2,red,green,blue,yellow,cyan,magenta,orange,indigo,black,white,unknown,grey
Marvel's Spider-Man Miles Morales,51,47,57,264,0.18,0,0.2,B,0.1,65,0,0,87,0,0,275,0,21018,2017,42545,655
Tinykin,124,107,148,264.88,0.28,1,0.5,B,0.16,784,0,9,33,77,180,550,13,173,952,43085,115
Volume,140,131,152,265.71,0.14,1,0.55,B,0.09,0,0,0,0,0,0,0,0,10475,16964,39262,3938
WarioWare Get It Together,137,125,153,265.71,0.18,1,0.55,B,0.12,419,0,145,1468,84,698,164,48,3486,3960,42556,644
MARVEL vs CAPCOM FCAC,130,126,135,266.67,0.07,1,0.51,B,0.04,289,0,0,172,4,0,207,0,1851,6007,42413,787
The Coma - Cutting Class,57,53,62,266.67,0.15,0,0.23,B,0.08,0,0,0,0,0,0,0,0,27545,4065,41366,1834
Pinstripe,40,36,45,266.67,0.2,0,0.16,B,0.11,0,0,0,0,0,0,0,0,32794,802,41054,2146
Deception IV - Blood Ties,103,94,114,267,0.18,0,0.41,B,0.1,61,0,0,0,3,0,0,0,4116,2292,40420,2780
Marvel Ultimate alliance 3 The Black Order,78,64,95,267.1,0.33,0,0.31,B,0.19,382,0,0,284,0,0,289,4,2700,1401,42697,503
Saints Row - The Third,86,78,95,268.24,0.18,0,0.34,B,0.1,0,0,0,0,0,0,0,3,13626,3998,39303,3897
Hyper Light Drifter,92,69,117,268.75,0.41,0,0.36,B,0.26,636,0,0,0,4376,1786,40,424,6288,4,43121,79
Kine,98,85,112,268.89,0.24,0,0.39,B,0.14,0,0,2,1919,0,8,637,105,8829,5448,42219,981
NIDUS,98,66,132,269.09,0.5,1,0.39,B,0.33,169,0,120,267,460,33,27,765,137,672,43165,35
Foregone,89,73,106,269.09,0.31,0,0.35,B,0.18,328,0,130,0,2,0,249,33,4217,3219,43115,85
MDK,142,138,146,270,0.05,1,0.56,B,0.04,0,0,0,0,0,0,0,0,6881,16339,42243,957
Timesplitters 2,122,117,127,270,0.08,0,0.48,B,0.04,0,0,0,0,0,0,0,0,8570,11155,41212,1988
Digimon Survive,112,108,116,270,0.07,0,0.44,B,0.04,0,0,0,0,0,0,473,0,14627,10335,41605,1595
Void Bastards,71,67,75,270,0.11,0,0.28,B,0.06,2847,0,0,0,891,0,8,29,11530,861,42786,414
Song of Farca,66,56,76,270,0.26,0,0.26,B,0.15,0,0,0,0,0,0,0,0,10907,931,42691,509
Watch Dogs Legion,67,58,76,270,0.24,0,0.26,B,0.13,207,0,4,0,1,0,1,20,16453,1892,42466,734
We Happy Few,54,48,60,270,0.2,0,0.21,B,0.11,405,0,0,25,0,0,122,0,21797,825,42430,770
Resident Evil 3 - Nemesis,52,50,54,270,0.07,0,0.2,B,0.04,3,0,0,0,0,0,0,0,27406,2733,36850,6350
Resident Evil 3 Remake,46,43,49,270,0.12,0,0.18,B,0.07,121,0,0,0,0,0,0,0,27364,1471,41090,2110
Qomp,38,36,40,270,0.1,0,0.15,B,0.05,0,0,0,0,0,0,0,0,33873,3462,37335,5865
CrossCode,117,105,128,271.3,0.18,1,0.46,B,0.1,2,0,0,0,9,0,0,10,4275,4380,42720,480
Party Hard,69,24,109,271.76,0.78,0,0.26,B,0.64,1886,0,1916,0,670,608,320,4313,10126,36,43200,0
NiGHTS - Journey of Dreams,92,67,114,271.91,0.41,0,0.35,B,0.26,17,0,184,0,0,225,0,440,12311,1962,42368,832
Umurangi Generation,92,84,99,272,0.15,0,0.36,B,0.08,433,0,0,0,0,0,0,1,12186,2226,34695,8505
Resident Evil - Code Veronica X,77,71,82,272.73,0.13,0,0.3,B,0.07,772,0,0,0,4,0,34,0,10032,1705,42835,365
Ratchet & Clank - Rift Apart,122,105,136,272.9,0.23,1,0.47,B,0.13,188,0,188,8,1,558,769,164,2817,1516,41929,1271
Persona 2 - Innocent Sin,142,137,146,273.33,0.06,1,0.55,B,0.04,146,0,0,0,0,0,67,0,8939,14156,38122,5078
Panzer Dragoon,138,128,146,273.33,0.12,1,0.54,B,0.08,0,0,0,139,0,0,125,28,3103,11743,38533,4667
Aragami,113,108,117,273.33,0.08,0,0.44,B,0.04,222,0,0,0,114,0,0,0,14429,12357,41117,2083
Stray Gods - The Roleplaying Musical,73,58,85,273.33,0.32,0,0.28,B,0.19,0,0,0,0,0,0,0,0,10376,966,43065,135
Slime Rancher,136,132,139,274.29,0.05,1,0.53,B,0.03,3342,107,0,7,693,0,150,0,144,1909,42578,622
Phoenix Wright Ace Attorney - Dual Destinies,116,112,119,274.29,0.06,0,0.45,B,0.03,53,0,0,12,0,0,251,0,3868,4252,42112,1088
Cassette Beasts,159,124,184,275,0.33,1,0.6,B,0.3,57,0,39,128,1,2,752,12,248,3331,42833,367
Star Renegades,92,65,111,275.22,0.41,0,0.35,B,0.26,0,0,0,0,1,78,0,0,6646,1300,42399,801
Nihilumbra,38,19,51,275.62,0.63,0,0.14,B,0.46,0,0,0,0,0,0,0,1099,22200,845,42252,948
My Brother Rabbit,111,86,128,275.71,0.33,1,0.42,B,0.2,0,0,0,0,0,0,7,0,9786,1714,43200,0
Far Cry 3 - Blood Dragon,86,61,103,275.71,0.41,0,0.32,B,0.26,763,0,633,0,37,418,253,131,8684,1138,42848,352
Rune Factory 5,169,166,171,276,0.03,1,0.66,B,0.03,81,0,0,278,0,0,204,6,42,8452,39428,3772
Wasteland 3,118,112,122,276,0.08,0,0.46,B,0.04,0,0,0,0,0,0,21,0,1169,2197,42198,1002
Pathfinder - Wrath of the Righteous,83,80,85,276,0.06,0,0.32,B,0.03,1,0,0,30,1,0,482,0,10276,622,40112,3088
Boyfriend Dungeon,125,93,145,276.92,0.36,1,0.47,B,0.22,16,0,1012,0,0,139,10,7,4067,1040,42768,432
Muse Dash,169,115,202,277.24,0.43,1,0.62,B,0.45,0,0,741,538,80,2964,2110,63,0,2380,43185,15
Exo One,154,140,162,278.18,0.14,1,0.59,B,0.11,23,0,0,0,0,0,9,0,40,11293,43128,72
This is the Police,127,106,139,278.18,0.24,1,0.48,B,0.13,1,0,0,0,0,0,0,0,670,13278,43162,38
Enchanted Portals,162,146,171,278.4,0.15,1,0.62,B,0.13,78,0,314,131,1169,59,291,50,378,9202,43107,93
Trine 3 - The Artifacts of Power,108,88,119,278.71,0.26,0,0.41,B,0.15,0,0,0,1,0,7,1,65,6835,4324,42750,450
Gex - Enter the Gecko,113,102,119,278.82,0.14,0,0.43,B,0.08,1243,3,0,1099,0,0,151,28,3740,8588,43041,159
Out There,83,56,97,279.51,0.42,0,0.3,B,0.27,533,0,186,9,0,2,6,69,8407,1526,43020,180
Fire Emblem Engage,164,152,170,280,0.11,1,0.63,B,0.1,640,0,219,13,2,45,213,47,437,14008,42203,997
LEGO Star Wars - The Skywalker Saga,119,115,121,280,0.05,0,0.46,B,0.03,955,28,0,9,0,0,19,0,7542,4818,41544,1656
Fighter Destiny 2,123,95,137,280,0.31,1,0.45,B,0.18,702,0,0,0,0,0,0,783,918,732,43124,76
Perfect Dark,26,24,27,280,0.11,0,0.1,B,0.06,4,0,8,16,0,0,93,0,32642,90,42975,225
Inscryption,21,19,22,280,0.14,0,0.08,B,0.07,0,0,0,0,0,0,131,0,36930,0,43191,9
Street Fighter 6,84,67,92,280.8,0.27,0,0.31,B,0.16,167,0,423,0,0,0,374,5,10887,2145,42907,293
What Comes After,87,74,93,281.05,0.2,0,0.33,B,0.11,0,0,0,0,0,0,0,0,1972,1308,42193,1007
Unexplored 2 - The Wayfarers Legacy,91,80,96,281.25,0.17,0,0.35,B,0.09,0,0,0,56,0,0,16,1,6277,1597,41327,1873
1000xRESIST,180,146,195,281.63,0.25,1,0.67,B,0.29,918,0,1758,9,0,1,15,40,883,12570,42530,670
Jusant,185,160,195,282.86,0.18,1,0.7,B,0.23,18,0,0,38,0,0,52,3,137,9459,43192,8
13 Sentinels - Aegis Rim,142,137,144,282.86,0.05,1,0.55,B,0.03,0,0,0,0,0,0,0,0,3874,10405,41622,1578
Melatonin,165,134,177,283.26,0.24,1,0.61,B,0.22,0,0,0,0,0,0,0,0,0,1936,41907,1293
Dishonored - Death of the Outsider,74,66,77,283.64,0.14,0,0.28,B,0.08,0,0,0,0,0,0,0,0,18166,2643,40506,2694
Captain Toad Treasure Tracker,172,169,173,285,0.02,1,0.67,B,0.02,1238,0,0,72,0,0,424,0,58,11027,42701,499
Unreal Tournament 2004,113,110,114,285,0.04,0,0.44,B,0.02,0,0,0,0,0,0,3,0,8471,8292,37023,6177
Army of Ruin,106,82,114,285,0.28,0,0.38,B,0.16,0,0,26,2216,0,108,1279,100,3882,148,43149,51
Star Fox Adventures,94,85,97,285,0.12,0,0.36,B,0.07,0,0,0,387,0,0,237,0,9185,2244,42385,815
Dandy Ace,74,47,83,285,0.43,0,0.25,B,0.28,0,0,0,0,0,7,1,2,2954,171,42984,216
Punch Club 2 - Fast Forward,130,89,143,285.56,0.38,1,0.45,B,0.23,1135,0,850,0,59,772,50,431,604,3007,42944,256
UFO Robot Grendizer - The Feast of the Wolves,132,119,136,285.88,0.12,1,0.5,B,0.07,1148,0,0,7,0,0,704,0,3513,4206,42277,923
The Banner Saga 3,108,85,115,286,0.26,0,0.39,B,0.15,355,0,0,0,0,0,30,1,3569,20,42946,254
The Big Con,113,92,119,286.67,0.23,0,0.41,B,0.13,58,21,0,100,3368,7204,9,6,13610,215,43127,73
RoboCop Rogue City,90,76,94,286.67,0.19,0,0.33,B,0.11,630,0,0,0,0,0,0,0,8279,1410,42384,816
Gone Home,46,27,51,287.5,0.47,0,0.15,B,0.31,0,0,0,0,0,0,2,0,25888,867,43123,77
Record of Agarest War,155,147,157,288,0.06,1,0.6,B,0.05,0,0,0,0,0,0,0,0,1406,11255,40836,2364
Judgment,97,93,98,288,0.05,0,0.37,B,0.03,0,0,0,0,0,0,0,0,11081,2903,38511,4689
Bloody Roar - Primal Fury,65,57,67,288,0.15,0,0.24,B,0.08,352,0,0,5,0,0,94,0,19030,715,42776,424
HunterX,140,31,167,288.09,0.81,1,0.39,B,0.69,311,0,0,0,0,8616,41,601,1939,632,43184,16
Sword of the Necromancer,132,91,142,288.24,0.36,1,0.46,B,0.22,0,0,0,0,0,0,0,0,2334,2817,43167,33
For the King - Lost Civilization,124,86,133,288.51,0.35,1,0.43,B,0.21,0,0,0,0,0,0,0,22,106,961,43198,2
The Red Star,120,107,123,288.75,0.13,0,0.45,B,0.07,2,0,0,0,0,0,0,0,5864,5163,42562,638
Dungeons 3,89,79,91,290,0.13,0,0.33,B,0.07,1,0,101,20,0,0,187,0,16023,3598,42699,501
Final Fantasy,39,29,41,290,0.29,0,0.14,B,0.17,2199,0,0,0,0,0,2,0,27537,139,43071,129
Inside,28,23,29,290,0.21,0,0.1,B,0.12,0,0,0,0,0,0,0,0,32924,0,43143,57
Timespinner,117,106,119,290.77,0.11,0,0.44,B,0.06,0,0,0,0,0,0,0,0,2987,3,42605,595
No Umbrellas Allowed,127,98,132,291.18,0.26,1,0.45,B,0.15,10,0,0,27,0,1,0,230,1103,5313,42885,315
Spaceland,85,79,86,291.43,0.08,0,0.32,B,0.04,47,0,0,0,0,0,116,0,10376,2673,37952,5248
Killer Frequency,83,45,89,291.82,0.49,0,0.26,B,0.33,1591,0,4,0,0,0,0,0,6727,99,43200,0
Persona 5 Strikers,90,77,92,292,0.16,0,0.33,B,0.09,1473,0,0,0,27,0,162,0,8606,1796,42200,1000
Griftlands,97,77,100,292.17,0.23,0,0.35,B,0.13,322,0,0,0,324,0,4,0,4052,710,42810,390
Crash Tag Team Racing,95,88,96,292.5,0.08,0,0.36,B,0.04,1431,0,1,1222,0,0,871,0,3902,900,40054,3146
Harmony - The Fall of Reverie,139,124,141,292.94,0.12,1,0.52,B,0.07,1,0,83,0,0,9,8,0,1118,1648,42890,310
Detroit - Become Human,139,118,141,294.78,0.16,1,0.51,B,0.09,0,0,0,0,0,0,0,0,1323,6181,43008,192
Mega Man X8,123,111,124,295.38,0.1,0,0.46,B,0.06,359,0,7,881,34,0,1015,123,2436,4591,42723,477
Anger Foot,103,91,104,295.38,0.12,0,0.38,B,0.07,1460,10,0,51,11,0,74,73,1898,348,43052,148
Don't Starve,107,93,108,296,0.14,0,0.39,B,0.07,0,0,0,0,0,0,0,0,1482,4160,41391,1809
Nickelodeon All-Star Brawl,131,101,133,296.25,0.24,1,0.46,B,0.14,77,1,686,1171,0,0,953,960,2308,1892,42997,203
The Long Dark,99,83,100,296.47,0.17,0,0.36,B,0.09,36,0,0,0,0,0,0,0,13902,3023,42161,1039
Mirror's Edge - Catalyst,139,120,140,297,0.14,1,0.51,B,0.08,413,0,0,0,0,0,0,0,2129,9145,43032,168
Frog Detective 2 - The Case of the Invisible Wizard,102,81,103,297.27,0.21,0,0.36,B,0.12,0,0,0,3,0,0,0,0,1150,562,42963,237
Out of Space,103,78,104,297.69,0.25,0,0.36,B,0.14,1178,0,0,12,5,1,257,0,11994,6429,43007,193
Summoner 2,127,95,128,298.18,0.26,1,0.44,B,0.15,869,0,1,0,0,0,28,0,1874,1235,43105,95
Pathfinder - Wrath of the Righteous_2,63,31,64,298.18,0.52,0,0.19,B,0.35,0,0,3,0,0,0,0,103,22041,352,43195,5
Phoenix Wright - Ace Attorney,152,150,152,300,0.01,1,0.59,B,0.01,11,0,4,13,0,0,1,0,8726,17113,40599,2601
Bang-On Balls - Chronicles,139,137,139,300,0.01,1,0.54,B,0.01,370,22,20,261,132,0,1505,0,2950,5691,42670,530
Lightning Warrior Raidy III,145,128,145,300,0.12,1,0.54,B,0.07,466,0,0,31,0,0,312,0,2504,5800,42801,399
World to the West,133,130,133,300,0.02,1,0.52,B,0.01,420,0,168,55,3,0,941,0,2825,2795,43028,172
Driver,131,124,131,300,0.05,1,0.5,B,0.03,0,0,0,0,0,0,0,0,18090,18652,42452,748
Dead Cells,128,113,128,300,0.12,1,0.47,B,0.06,622,0,0,1,642,0,161,0,2321,1864,42502,698
Last Ranker,119,116,119,300,0.03,0,0.46,B,0.01,569,0,0,11,0,0,167,0,12704,10508,42258,942
Minecraft Legends,119,114,119,300,0.04,0,0.46,B,0.02,523,0,0,24,1453,309,2102,1,3783,754,42477,723
One More Gate - A Wakfu Legend,115,107,115,300,0.07,0,0.44,B,0.04,0,0,0,0,0,0,5,0,8680,3985,39284,3916
Ultimate Ghosts N Goblins,111,105,111,300,0.05,0,0.42,B,0.03,141,0,0,41,0,0,241,1,4719,2636,41435,1765
Marvels Guardians of the Galaxy,121,82,121,300,0.32,0,0.4,B,0.19,181,0,86,0,0,1,0,31,3395,3266,42899,301
Disgaea DS,109,89,109,300,0.18,0,0.39,B,0.1,361,0,163,66,0,0,276,0,4324,3034,42540,660
Need for Speed Carbon,84,79,84,300,0.06,0,0.32,B,0.03,50,0,0,1,0,0,4,0,15804,4967,41349,1851
Tekken Tag Tournament 2,60,56,60,300,0.07,0,0.23,B,0.03,276,0,0,0,0,0,0,0,24062,1803,35541,7659
Source of Madness Insanity,68,43,68,300,0.37,0,0.22,B,0.23,31,0,0,0,0,0,30,82,17041,219,41977,1223
Severed,63,43,63,300,0.32,0,0.21,B,0.19,69,5,2,41,0,1,48,1,17294,1053,43003,197
Teenage Zombies - Invasion of the Alien Brain Thingys!,50,49,50,300,0.02,0,0.19,B,0.01,59,0,0,0,0,0,0,0,31270,5572,38333,4867
Title Pending,52,34,52,300,0.35,0,0.17,B,0.21,2710,0,0,0,0,0,0,0,22373,2013,43079,121
DEEMO -Reborn-,42,40,42,300,0.05,0,0.16,B,0.02,0,0,0,5,0,0,110,0,29075,1139,42452,748
Afterparty,78,19,77,301.02,0.76,0,0.19,B,0.61,251,0,1,0,0,1427,0,114,20603,315,43200,0
Lithium City,99,43,98,301.07,0.57,0,0.28,B,0.39,7,0,1,0,107,14,0,109,6235,2115,43180,20
Savant,149,126,148,302.61,0.15,1,0.54,B,0.1,0,0,0,0,0,0,0,1,6524,9973,42624,576
Fire Emblem - Three Houses,137,114,136,302.61,0.17,1,0.49,B,0.09,768,0,0,450,0,0,438,121,3036,6615,41871,1329
Kaze and the Wild Masks,123,110,122,304.62,0.11,0,0.46,B,0.06,622,0,15,171,0,0,566,4,2781,4442,42746,454
Extreme-G,101,62,98,304.62,0.39,0,0.32,B,0.24,367,0,13,875,0,0,239,81,3951,333,43158,42
Shovel Knight,61,50,60,305.45,0.18,0,0.22,B,0.1,71,0,0,7,0,0,115,0,19749,443,42384,816
The Artful Escape,156,136,154,306,0.13,1,0.57,B,0.09,12,0,557,0,36,0,4,82,405,5413,43152,48
The Red Strings Club,85,56,82,306.21,0.34,0,0.28,B,0.21,44,0,0,0,6,0,0,0,1942,993,43042,158
Intravenous 2,48,30,46,306.67,0.38,0,0.15,B,0.23,920,0,0,0,0,0,0,1,27244,0,43111,89
Scars Above,103,95,102,307.5,0.08,0,0.39,B,0.04,0,0,0,0,0,0,13,0,4358,1801,39803,3397
Crypt of the Necrodancer,84,49,79,308.57,0.42,0,0.26,B,0.26,402,0,0,19,3,0,667,142,7059,1179,42654,546
Jade Cocoon 2,68,61,67,308.57,0.1,0,0.25,B,0.05,459,0,0,926,0,0,1718,0,18645,968,43130,70
Starcraft II - Heart of the Swarm,52,38,50,308.57,0.27,0,0.18,B,0.16,0,0,0,0,0,0,0,4,26067,427,42870,330
Princess Peach Showtime!,161,149,159,310,0.07,1,0.61,B,0.06,237,0,182,1033,884,152,1154,17,27,4843,43055,145
Rain World,69,46,65,310.43,0.33,0,0.23,B,0.2,212,0,0,0,0,0,0,0,16181,982,42925,275
TOHU,187,170,184,310.59,0.09,1,0.7,B,0.11,0,0,0,0,0,0,0,0,487,14788,42718,482
Phoenix Wright Ace Attorney - Spirit of Justice,151,134,148,310.59,0.11,1,0.56,B,0.08,8,0,0,280,0,0,123,10,2440,9823,42258,942
Saints Row IV,77,61,74,311.25,0.21,0,0.27,B,0.12,2,0,0,0,0,0,0,0,18248,1414,42794,406
Beat Cop,97,66,91,311.61,0.32,0,0.32,B,0.19,169,0,2,0,0,0,337,7,7859,1084,42880,320
Lunar - Dragon Song,153,148,152,312,0.03,1,0.59,B,0.02,110,0,550,0,0,0,1,0,1990,7086,40496,2704
Phoenix Wright - Ace Attorney Trilogy,142,137,141,312,0.04,1,0.55,B,0.02,0,0,0,65,0,0,12,0,4684,13536,39297,3903
Tekken Tag Tournament,137,132,136,312,0.04,1,0.53,B,0.02,277,0,0,0,0,0,9,0,7226,8895,36142,7058
Imp of the Sun,139,120,135,312.63,0.14,1,0.51,B,0.08,75,0,0,814,0,0,1435,8,182,1844,42995,205
Splatoon 3,140,126,137,312.86,0.1,1,0.52,B,0.06,1,0,5417,5637,0,0,239,21,3220,2333,42014,1186
Shin Megami Tensei V Vengeance,82,59,77,313.04,0.28,0,0.28,B,0.16,207,0,501,0,0,0,0,19,14350,2164,41170,2030
Mario Kart 64,129,120,127,313.33,0.07,1,0.49,B,0.04,1841,0,0,864,0,0,754,6,1821,1734,39115,4085
Between Horizons,87,78,85,313.33,0.1,0,0.32,B,0.05,23,0,0,0,5,0,144,0,9689,1563,40916,2284
Lollipop Chainsaw,86,73,83,313.85,0.15,0,0.31,B,0.08,269,0,0,45,0,0,78,0,11665,2994,41348,1852
Tetris Effect,54,37,50,314.12,0.31,0,0.18,B,0.19,11,0,0,0,0,0,6,0,23310,116,42557,643
Bloodstained - Ritual of the Night,69,48,64,314.29,0.3,0,0.23,B,0.18,122,0,0,0,3,0,0,14,20894,1052,42860,340
Final Fantasy X-2,144,128,140,315,0.11,1,0.53,B,0.07,37,0,144,76,0,0,191,3,2752,5163,41973,1227
XCOM Chimera Squad,112,76,103,315,0.32,0,0.37,B,0.19,252,0,0,0,0,0,144,44,7891,3556,43168,32
Crossing Souls,126,87,116,315.38,0.31,0,0.42,B,0.18,70,0,0,25,0,1545,82,0,12510,3803,42040,1160
Hardcore Mecha,120,91,112,316.55,0.24,0,0.41,B,0.14,158,0,46,0,0,0,273,3,4743,3051,42424,776
Penny's Big Breakaway,170,163,168,317.14,0.04,1,0.65,B,0.04,1416,0,413,418,583,0,2422,29,15,5846,42832,368
Fire Emblem Awakening,160,153,158,317.14,0.04,1,0.61,B,0.04,135,0,0,0,0,0,0,0,1070,11319,29886,13314
Monster Hunter Freedom,128,121,126,317.14,0.05,1,0.49,B,0.03,15,0,0,0,0,0,154,0,10090,11056,39875,3325
Agent A - A Puzzle in Disguise,69,31,58,317.37,0.55,0,0.2,B,0.38,289,0,0,0,0,0,0,6,20438,1350,43023,177
Wild Bastards,74,33,62,317.56,0.55,0,0.21,B,0.38,1472,0,0,0,0,153,10,79,22549,2083,43182,18
Switchball,150,131,144,318.95,0.13,1,0.55,B,0.08,749,0,8,0,0,0,199,0,1191,7870,42746,454
Baten Kaitos - Eternal Wings and the Lost Ocean,101,79,94,319.09,0.22,0,0.35,B,0.12,58,0,0,0,0,0,335,0,6357,636,42631,569
Inkbound,76,54,69,319.09,0.29,0,0.25,B,0.17,46,7,104,315,0,17,426,35,16027,253,42815,385
Anomaly Agent,168,137,158,319.35,0.18,1,0.6,B,0.15,0,0,0,1,0,0,1,0,955,7549,42341,859
Young Souls,145,111,134,319.41,0.23,1,0.5,B,0.13,30,0,0,27,7,0,62,0,245,4819,42239,961
Brave Fencer Musashi,188,179,185,320,0.05,1,0.72,B,0.06,40,0,1,11,0,0,18,0,1502,20923,41555,1645
Grandia II,77,53,69,320,0.31,0,0.25,B,0.18,1190,0,0,0,0,0,5,0,18056,3097,42961,239
Age of Wonders,46,31,41,320,0.33,0,0.15,B,0.19,34,0,150,0,0,0,16,0,27493,140,43156,44
Punch Club,95,58,82,321.08,0.39,0,0.3,B,0.24,802,0,0,89,0,135,46,38,9453,1070,42393,807
Before we Leave,136,119,130,321.18,0.12,1,0.5,B,0.07,998,0,0,5,139,0,307,0,211,2812,42460,740
NeverAwake,145,83,123,321.29,0.43,1,0.45,B,0.27,7,0,0,0,0,4,0,0,4981,2801,42974,226
Mind Path to Thalamus,170,156,165,321.43,0.08,1,0.64,B,0.08,0,0,0,0,0,0,0,0,0,1981,41077,2123
Fire Emblem Warriors - Three Hopes,135,96,121,321.54,0.29,1,0.45,B,0.17,52,0,7,0,0,54,0,2,1319,3140,42305,895
El Hijo - A Wild West Tale,90,65,81,321.6,0.28,0,0.3,B,0.16,1115,0,0,0,0,0,80,1,2929,193,42838,362
Curse of the Dead Gods,55,30,46,321.6,0.45,0,0.17,B,0.29,9,0,0,0,0,0,13,115,25440,1162,43099,101
Spider-Man - Shattered Dimensions,95,79,89,322.5,0.17,0,0.34,B,0.09,2424,0,0,5,103,0,151,0,10675,3543,40643,2557
Lunar Silver Star Harmony,132,111,124,322.86,0.16,1,0.48,B,0.09,688,0,1,47,0,0,865,11,1992,1960,42756,444
Costume Quest 2,109,70,94,323.08,0.36,0,0.35,B,0.22,2551,0,1,8,0,1,1025,0,3392,574,42894,306
UNDER NIGHT IN-BIRTH II Sys -Celes,133,84,114,323.27,0.37,1,0.43,B,0.23,954,0,27,0,15,0,6,2,1297,2811,43133,67
Shadows of Doubt,137,101,123,323.33,0.26,1,0.47,B,0.15,522,0,22,0,0,73,14,1,2706,6037,43054,146
Duck Dodgers Starring Daffy Duck,158,117,142,323.41,0.26,1,0.54,B,0.17,3940,1,846,1914,0,0,1920,10,1231,4859,43049,151
River City Girls,141,118,132,323.48,0.16,1,0.51,B,0.09,745,0,1010,172,45,0,357,0,4224,2890,41841,1359
Until Then,89,84,87,324,0.06,0,0.34,B,0.03,0,0,0,45,0,0,91,0,12677,2457,40002,3198
Torchlight II,86,81,84,324,0.06,0,0.33,B,0.03,316,0,0,29,740,0,467,0,5402,38,41924,1276
Halo Reach,82,77,80,324,0.06,0,0.31,B,0.03,8,0,0,0,0,0,60,0,11741,1083,39324,3876
Willy Morgan and the Curse of Bone Town,76,71,74,324,0.07,0,0.29,B,0.03,0,0,0,0,0,0,0,0,15592,714,39379,3821
Backbone,57,42,51,324,0.26,0,0.19,B,0.15,297,0,0,4,0,0,108,0,16760,0,42979,221
Svarog's Dream,27,17,23,324,0.37,0,0.09,B,0.23,0,0,0,0,0,0,0,0,36537,139,41970,1230
Breath of Fire III,121,92,109,324.83,0.24,0,0.42,B,0.14,371,0,6,25,12,0,153,7,8604,6165,42977,223
Solar Ash,156,91,129,324.92,0.42,1,0.48,B,0.26,600,0,0,0,35,41,0,1,2144,1599,42554,646
Suikoden,80,56,70,325,0.3,0,0.27,B,0.18,1134,0,51,1,0,0,510,29,19419,1627,43100,100
Inertial Drift,108,53,85,325.09,0.51,0,0.32,B,0.34,1480,0,0,0,0,0,0,0,1237,920,43200,0
Final Fantasy VI,178,171,175,325.71,0.04,1,0.68,B,0.04,94,0,0,0,0,0,3,0,4631,22598,39949,3251
Spark the Electric Jester 3,126,119,123,325.71,0.06,0,0.48,B,0.03,0,0,0,446,42,0,1357,0,2934,6058,40216,2984
Hitman 3,30,23,27,325.71,0.23,0,0.1,B,0.13,1139,0,0,0,0,0,0,0,30214,1,42417,783
Doki Doki Literature Club Plus,200,170,187,326,0.15,1,0.73,B,0.21,46,0,0,0,0,0,0,0,21,15230,43127,73
Dragons Lair Trilogy,136,74,109,326.13,0.46,1,0.41,B,0.3,1346,0,0,0,0,0,686,1064,2520,1591,43060,140
Advance Wars - Days of Ruin,111,84,99,326.67,0.24,0,0.38,B,0.14,50,0,0,0,0,0,99,47,9283,3194,42524,676
Zack & Wiki - Quest for Barbaros' Treasure,96,87,92,326.67,0.09,0,0.36,B,0.05,714,0,50,231,1,0,1549,0,1756,393,42818,382
Mighty Goose,90,72,82,326.67,0.2,0,0.32,B,0.11,1286,0,903,844,0,0,1322,0,7453,1791,41489,1711
Life is Strange - True Colors,149,64,110,327.53,0.57,1,0.42,B,0.4,3770,0,70,3,0,1806,752,308,5123,1852,42273,927
Figment 2 - Creed Valley,90,62,77,327.86,0.31,0,0.3,B,0.18,45,0,0,576,0,0,499,14,9145,504,43053,147
Wetrix,126,105,116,328.57,0.17,0,0.45,B,0.09,209,0,0,2,0,0,147,0,1634,1092,42872,328
Saturnalia,39,18,29,328.57,0.54,0,0.11,B,0.37,43,0,0,0,0,5,0,0,34043,1593,42355,845
From the Abyss,120,97,109,328.7,0.19,0,0.43,B,0.11,5,0,0,0,0,0,0,0,4580,2054,41820,1380
Super Crush KO,200,161,181,329.23,0.2,1,0.71,B,0.26,0,0,0,0,91,246,0,5,215,7606,43145,55
Suikoden II,179,177,178,330,0.01,1,0.7,B,0.01,10,0,0,0,1,0,0,0,1054,19450,37712,5488
The Witcher 3 - Wild Hunt,160,158,159,330,0.01,1,0.62,B,0.01,12,0,0,0,0,0,0,0,5164,19139,39064,4136
Syndicate Wars,152,148,150,330,0.03,1,0.59,B,0.02,0,0,0,0,0,0,0,0,14581,23169,41804,1396
Ys IX - Monstrum Nox,139,135,137,330,0.03,1,0.54,B,0.02,91,0,0,0,14,0,0,0,2595,6165,33065,10135
Grapple Dog,142,130,136,330,0.08,1,0.53,B,0.05,62,0,23,1048,5,0,2358,0,1936,5930,42858,342
Sacred 2 Fallen Angel,114,112,113,330,0.02,0,0.44,B,0.01,1,0,0,0,0,0,38,0,8593,5034,38343,4857
SpellForce 2 Anniversary Edition,91,85,88,330,0.07,0,0.35,B,0.03,239,0,0,0,0,0,0,0,11386,1955,38929,4271
Dissidia Final Fantasy NT,79,67,73,330,0.15,0,0.29,B,0.08,3,0,0,0,0,0,0,0,17952,1001,40238,2962
Intravenous,69,63,66,330,0.09,0,0.26,B,0.05,818,0,0,0,0,0,0,0,18804,10,41629,1571
Armored Core - Verdict Day,59,53,56,330,0.1,0,0.22,B,0.05,37,0,0,0,0,0,51,0,26682,1100,38885,4315
