Index,Title,RED,GREEN,BLUE,CLUSTERS,HUE,SATURATION,VALUE,HUE,LUMO,SATURATION 2
1185,Maiden and Spell,48.33,50.35,45.97,4.38,0.24,0.09,50.35,0.24,48,-0.05
289,Caesar 3,122.04,126.67,116.46,10.21,0.24,0.08,126.67,0.24,122,-0.04
640,Epistory - Typing Chronicles,144.50,150.03,137.98,12.05,0.24,0.08,150.03,0.24,144,-0.04
520,Disney's Atlantis - The Lost Empire,91.21,97.65,83.81,13.84,0.24,0.14,97.65,0.24,91,-0.08
616,Edgar Bokbok in Boulzac,77.22,83.87,68.46,15.41,0.24,0.18,83.87,0.24,76,-0.10
1576,Pokémon Ranger,154.64,163.04,143.57,19.47,0.24,0.12,163.04,0.24,153,-0.06
1412,Ninjatown,141.40,153.11,125.60,27.51,0.24,0.18,153.11,0.24,139,-0.10
1858,Silent Hill 2,106.25,120.44,89.01,31.43,0.24,0.26,120.44,0.24,105,-0.15
1794,Secret of Mana,77.34,90.54,59.09,31.45,0.24,0.35,90.54,0.24,75,-0.21
1665,Rayman,122.38,147.87,87.70,60.17,0.24,0.41,147.87,0.24,118,-0.26
650,Etrian Odyssey Untold The Millennium Girl,198.16,199.27,197.00,2.27,0.25,0.01,199.27,0.25,198,-0.01
764,Forager,161.94,163.71,160.14,3.57,0.25,0.02,163.71,0.25,162,-0.01
2200,The Lord of the Rings - The Battle for Middle-Earth II,79.07,83.45,74.60,8.85,0.25,0.11,83.45,0.25,79,-0.06
1063,King of the Bridge,87.89,97.60,79.19,18.41,0.25,0.19,97.60,0.25,88,-0.11
1575,Pokémon Ranger - Shadows of Almia,131.39,140.93,121.20,19.73,0.25,0.14,140.93,0.25,131,-0.08
1602,Professor Layton and the Azran Legacy,92.39,102.79,82.92,19.87,0.25,0.19,102.79,0.25,93,-0.11
13,A Hat in Time,135.76,136.81,134.85,1.96,0.26,0.01,136.81,0.26,136,-0.01
978,Icewind Dale,160.63,162.68,158.92,3.76,0.26,0.02,162.68,0.26,161,-0.01
1713,Rez Infinite,67.05,69.84,64.76,5.08,0.26,0.07,69.84,0.26,67,-0.04
1384,New Pokemon Snap,132.04,135.22,129.43,5.79,0.26,0.04,135.22,0.26,132,-0.02
1583,Portal Reloaded,51.72,56.20,48.41,7.79,0.26,0.14,56.20,0.26,52,-0.08
1392,Ni No Kuni 2 - Revenant Kingdom,125.74,135.06,118.75,16.31,0.26,0.12,135.06,0.26,127,-0.06
1346,My Time at Portia,157.80,167.89,149.24,18.65,0.26,0.11,167.89,0.26,159,-0.06
1476,Outlast,52.02,63.27,42.92,20.35,0.26,0.32,63.27,0.26,53,-0.20
281,Bugsnax,127.71,154.89,108.66,46.23,0.26,0.30,154.89,0.26,132,-0.18
1098,Later Alligator,100.45,101.51,99.77,1.74,0.27,0.02,101.51,0.27,101,-0.01
329,Champions of Norrath,80.58,82.08,79.69,2.39,0.27,0.03,82.08,0.27,81,-0.01
123,Assassin's Creed - The Ezio Collection,135.18,136.74,134.24,2.5,0.27,0.02,136.74,0.27,135,-0.01
924,Heavy Rain,44.73,46.39,43.75,2.64,0.27,0.06,46.39,0.27,45,-0.03
1167,Lunar - Silver Star Story Complete,86.12,90.69,83.08,7.61,0.27,0.08,90.69,0.27,87,-0.04
2305,Tom Clancy's Rainbow Six,39.64,46.26,35.93,10.33,0.27,0.22,46.26,0.27,41,-0.13
1545,Pikmin 4,130.43,140.20,123.82,16.38,0.27,0.12,140.20,0.27,132,-0.06
1895,Snake Pass,118.70,132.94,109.61,23.33,0.27,0.18,132.94,0.27,121,-0.10
78,Animal Crossing - Wild World,103.14,120.47,91.19,29.28,0.27,0.24,120.47,0.27,106,-0.14
1385,New Star GP,114.47,114.97,114.25,0.72,0.28,0.01,114.97,0.28,115,0.00
1567,Pokémon Black and White,140.22,142.43,139.10,3.33,0.28,0.02,142.43,0.28,141,-0.01
911,Harvest Moon DS,163.67,165.94,162.49,3.45,0.28,0.02,165.94,0.28,164,-0.01
1354,NaissanceE,39.67,42.80,38.28,4.52,0.28,0.11,42.80,0.28,41,-0.06
1252,Mega Man X - Collection,131.46,135.22,129.54,5.68,0.28,0.04,135.22,0.28,132,-0.02
518,Dishonored,78.01,82.11,76.24,5.87,0.28,0.07,82.11,0.28,79,-0.04
940,High On Life,140.06,146.29,136.84,9.45,0.28,0.06,146.29,0.28,142,-0.03
1574,Pokémon Ranger - Guardian Signs,152.04,163.74,146.47,17.27,0.28,0.11,163.74,0.28,155,-0.06
417,Cuisineer,140.54,153.14,133.87,19.27,0.28,0.13,153.14,0.28,144,-0.07
17,A Monster's Expedition,136.86,158.75,125.78,32.97,0.28,0.21,158.75,0.28,142,-0.12
1080,Klonoa 2 - Lunatea's Veil,96.23,121.63,83.16,38.47,0.28,0.32,121.63,0.28,102,-0.19
2064,Syphon Filter - The Omega Strain,73.88,107.50,56.01,51.49,0.28,0.48,107.50,0.28,82,-0.32
1722,Risen Kingdom,78.45,116.24,61.47,54.77,0.28,0.47,116.24,0.28,89,-0.31
1228,Masquerada Songs and Shadows,75.24,77.02,74.63,2.39,0.29,0.03,77.02,0.29,76,-0.02
112,Arranger - A Role-Puzzling Adventure,155.30,159.76,153.67,6.09,0.29,0.04,159.76,0.29,157,-0.02
1834,Shenmue,100.09,106.68,97.55,9.13,0.29,0.09,106.68,0.29,102,-0.05
1364,Naruto Shippuden - Ultimate Ninja Storm 4,145.35,154.10,142.36,11.74,0.29,0.08,154.10,0.29,148,-0.04
242,Blue Dragon - Awakened Shadow,85.66,97.80,81.18,16.62,0.29,0.17,97.80,0.29,89,-0.09
2221,The Pedestrian,140.24,155.60,134.29,21.31,0.29,0.14,155.60,0.29,145,-0.07
1250,Mega Man Legends 2,100.65,130.37,90.65,39.72,0.29,0.30,130.37,0.29,111,-0.18
400,Crash Twinsanity,101.01,148.68,83.82,64.86,0.29,0.44,148.68,0.29,116,-0.28
130,Assassin's Creed Unity,117.23,119.50,116.67,2.83,0.30,0.02,119.50,0.30,118,-0.01
569,Dragon Quest IX - Sentinels of the Starry Skies,131.49,139.54,129.66,9.88,0.30,0.07,139.54,0.30,135,-0.04
2222,The Plucky Squire,156.42,162.17,155.64,6.53,0.31,0.04,162.17,0.31,159,-0.02
1882,Skylar and Plux - Adventure on Clover Island,103.53,114.03,101.71,12.32,0.31,0.11,114.03,0.31,108,-0.06
2555,Yoshi's Island DS,150.92,162.35,149.45,12.9,0.31,0.08,162.35,0.31,156,-0.04
274,Broken Age,63.10,74.42,61.45,12.97,0.31,0.17,74.42,0.31,68,-0.10
2485,Wii Sports,169.13,185.15,166.30,18.85,0.31,0.10,185.15,0.31,176,-0.05
1159,Luigi's Mansion 3,56.12,81.10,51.89,29.21,0.31,0.36,81.10,0.31,66,-0.22
1669,ReCore,118.83,123.15,118.47,4.68,0.32,0.04,123.15,0.32,121,-0.02
951,Hogwarts Legacy,117.07,121.56,116.58,4.98,0.32,0.04,121.56,0.32,119,-0.02
2176,The Last Guardian,100.84,108.14,100.35,7.79,0.32,0.07,108.14,0.32,104,-0.04
396,Crash of the Titans,94.05,104.86,93.05,11.81,0.32,0.11,104.86,0.32,99,-0.06
1195,Mario + Rabbids Kingdom Battle,137.73,150.52,136.99,13.53,0.32,0.09,150.52,0.32,144,-0.05
2067,Syphon Filter,77.30,103.62,75.15,28.47,0.32,0.27,103.62,0.32,89,-0.16
775,Frog Detective 3 Corruption At Cowboy County,128.71,173.22,123.82,49.4,0.32,0.29,173.22,0.32,149,-0.17
213,BIT.TRIP Presents - Runner2 - Future Legend of Rhythm Alien,93.14,101.44,92.76,8.68,0.33,0.09,101.44,0.33,97,-0.05
1160,Luigi's Mansion Dark Moon,50.96,60.92,50.90,10.02,0.33,0.16,60.92,0.33,56,-0.09
738,Final Fantasy XII,136.92,147.00,136.55,10.45,0.33,0.07,147.00,0.33,142,-0.04
2469,Wavetale,155.45,169.34,154.78,14.56,0.33,0.09,169.34,0.33,162,-0.05
2380,Uncharted - Drake's Fortune,89.83,109.15,89.18,19.97,0.33,0.18,109.15,0.33,99,-0.10
125,Assassin's Creed III,147.83,148.82,147.87,0.99,0.34,0.01,148.82,0.34,148,0.00
1109,LEGO Bricktales,124.63,129.19,124.94,4.56,0.34,0.04,129.19,0.34,127,-0.02
209,Bioshock 2,52.23,61.63,52.70,9.4,0.34,0.15,61.63,0.34,57,-0.08
1960,Star Ocean - The Last Hope,89.70,108.17,89.98,18.47,0.34,0.17,108.17,0.34,99,-0.09
183,Battle Chasers - Nightwar,64.75,86.01,65.57,21.26,0.34,0.25,86.01,0.34,75,-0.14
641,Ereban - Shadow Legacy,110.20,137.95,111.39,27.75,0.34,0.20,137.95,0.34,124,-0.11
420,Curious Expedition 2,94.35,144.33,97.07,49.98,0.34,0.35,144.33,0.34,119,-0.21
952,Hollow Knight,73.88,77.50,74.24,3.62,0.35,0.05,77.50,0.35,76,-0.02
553,Dragon Age Inquisition,85.21,93.28,85.82,8.07,0.35,0.09,93.28,0.35,89,-0.05
1820,Shadowrun Returns,52.36,63.28,53.40,10.92,0.35,0.17,63.28,0.35,58,-0.10
638,Enter the Matrix,21.41,33.18,22.40,11.77,0.35,0.35,33.18,0.35,27,-0.22
46,Age of Wonders - Shadow Magic,110.59,124.09,111.89,13.5,0.35,0.11,124.09,0.35,117,-0.06
195,Beasts of Maravilla Island,54.31,68.31,55.89,14,0.35,0.20,68.31,0.35,61,-0.12
1294,Minishoot Adventures,115.60,137.52,118.21,21.92,0.35,0.16,137.52,0.35,127,-0.09
2209,The Matrix - Path of Neo,35.64,61.34,38.36,25.7,0.35,0.42,61.34,0.35,48,-0.27
541,Donkey Kong Country Tropical Freeze,144.17,152.64,145.43,8.47,0.36,0.06,152.64,0.36,148,-0.03
34,Adore,115.45,130.61,118.13,15.16,0.36,0.12,130.61,0.36,123,-0.06
1155,LostWinds,125.50,151.44,130.35,25.94,0.36,0.17,151.44,0.36,138,-0.09
2283,Thymesia,44.22,49.81,45.55,5.59,0.37,0.11,49.81,0.37,47,-0.06
1989,Stonefly,105.84,112.99,107.38,7.15,0.37,0.06,112.99,0.37,109,-0.03
1572,Pokémon Mystery Dungeon - Explorers of Sky,142.17,156.82,145.36,14.65,0.37,0.09,156.82,0.37,149,-0.05
1334,Moving Out 2,144.16,159.98,148.02,15.82,0.37,0.10,159.98,0.37,152,-0.05
2434,Viewfinder,100.61,129.03,106.89,28.42,0.37,0.22,129.03,0.37,115,-0.12
1362,Naruto Shippuden - Ultimate Ninja Storm 2,111.60,113.35,112.05,1.75,0.38,0.02,113.35,0.38,112,-0.01
620,Eiyuden Chronicle - Rising,197.42,199.95,198.09,2.53,0.38,0.01,199.95,0.38,199,-0.01
201,Besiege,126.77,138.26,129.96,11.49,0.38,0.08,138.26,0.38,133,-0.04
647,Etrian Odyssey III - The Drowned City,98.30,112.45,101.86,14.15,0.38,0.13,112.45,0.38,105,-0.07
1654,Ratchet & Clank Future - Quest for Booty,86.40,107.17,92.52,20.77,0.38,0.19,107.17,0.38,97,-0.11
918,Heat Signature,39.52,63.12,45.91,23.6,0.38,0.37,63.12,0.38,51,-0.23
2286,Time on Frog Island,89.76,114.73,97.17,24.97,0.38,0.22,114.73,0.38,102,-0.12
1510,Path of Giants,95.10,122.08,101.85,26.98,0.38,0.22,122.08,0.38,109,-0.13
1770,Sam & Max - Beyond Time and Space,103.49,132.31,112.09,28.82,0.38,0.22,132.31,0.38,118,-0.12
2131,The Binding of Isaac - Rebirth,60.21,60.71,60.39,0.5,0.39,0.01,60.71,0.39,60,0.00
466,Death Stranding,28.86,31.13,29.68,2.27,0.39,0.07,31.13,0.39,30,-0.04
2009,Suikoden III,177.57,180.50,178.55,2.93,0.39,0.02,180.50,0.39,179,-0.01
966,Hydro Thunder,133.90,143.83,137.48,9.93,0.39,0.07,143.83,0.39,139,-0.04
1865,Sin & Punishment - Star Successor,108.80,122.50,113.66,13.7,0.39,0.11,122.50,0.39,116,-0.06
1153,Lost Words - Beyond the Page,110.14,124.53,115.08,14.39,0.39,0.12,124.53,0.39,117,-0.06
507,Diner Dash,88.51,116.87,97.78,28.36,0.39,0.24,116.87,0.39,103,-0.14
1416,No Man's Sky,113.28,141.92,123.50,28.64,0.39,0.20,141.92,0.39,128,-0.11
2413,Valfaris,108.71,145.82,122.17,37.11,0.39,0.25,145.82,0.39,127,-0.15
344,Chrono Cross,71.25,72.31,71.65,1.06,0.40,0.01,72.31,0.40,72,-0.01
1474,Outer Wilds,36.84,40.80,38.39,3.96,0.40,0.10,40.80,0.40,39,-0.05
481,Deponia,135.38,144.43,138.90,9.05,0.40,0.06,144.43,0.40,140,-0.03
149,Aviano,114.56,124.80,118.79,10.24,0.40,0.08,124.80,0.40,120,-0.04
566,Dragon Quest Builders,117.23,132.71,123.39,15.48,0.40,0.12,132.71,0.40,125,-0.06
1650,Rakuen,100.03,131.72,112.25,31.69,0.40,0.24,131.72,0.40,116,-0.14
251,Boomerang Fu,117.09,152.51,132.01,35.42,0.40,0.23,152.51,0.40,135,-0.13
77,Animal Crossing - New Leaf,93.72,139.70,112.25,45.98,0.40,0.33,139.70,0.40,117,-0.20
1634,Quantum Break,191.53,194.02,192.74,2.49,0.41,0.01,194.02,0.41,193,-0.01
1534,Phoenix Point,88.05,90.87,89.38,2.82,0.41,0.03,90.87,0.41,89,-0.02
648,Etrian Odyssey IV - Legends of the Titan,120.57,127.60,123.77,7.03,0.41,0.06,127.60,0.41,124,-0.03
1493,Paper Mario The Origami King,140.20,151.26,145.13,11.06,0.41,0.07,151.26,0.41,146,-0.04
1486,P.T.,64.74,85.81,74.81,21.07,0.41,0.25,85.81,0.41,75,-0.14
1619,PT,64.74,85.81,74.81,21.07,0.41,0.25,85.81,0.41,75,-0.14
547,Doors - Paradox,95.13,129.64,111.91,34.51,0.41,0.27,129.64,0.41,112,-0.15
943,Hitman - Codename 47,129.67,130.96,130.35,1.29,0.42,0.01,130.96,0.42,130,0.00
204,Beyond Good & Evil,78.71,80.30,79.52,1.59,0.42,0.02,80.30,0.42,80,-0.01
930,Heroes of Mana,120.98,132.79,127.42,11.81,0.42,0.09,132.79,0.42,127,-0.05
1644,Railbound,118.57,131.53,125.07,12.96,0.42,0.10,131.53,0.42,125,-0.05
1647,Rainbow Billy - The Curse of the Leviathan,140.10,155.73,148.39,15.63,0.42,0.10,155.73,0.42,148,-0.05
105,Armored Core 4,98.52,114.95,106.91,16.43,0.42,0.14,114.95,0.42,107,-0.08
1581,Pokémon X,150.01,171.38,161.55,21.37,0.42,0.12,171.38,0.42,161,-0.07
2096,Teenage Mutant Ninja Turtles - Turtles in Time Re-Shelled,88.53,110.22,99.96,21.69,0.42,0.20,110.22,0.42,99,-0.11
1319,Moonlighter,105.59,127.91,117.39,22.32,0.42,0.17,127.91,0.42,117,-0.10
2022,Super Daryl Deluxe,94.97,119.55,107.27,24.58,0.42,0.21,119.55,0.42,107,-0.12
15,A Juggler's Tale,77.83,129.64,104.48,51.81,0.42,0.40,129.64,0.42,104,-0.25
2550,Yokus Island Express,94.08,149.65,124.54,55.57,0.42,0.37,149.65,0.42,122,-0.23
1710,Return,60.29,82.65,72.74,22.36,0.43,0.27,82.65,0.43,71,-0.16
1391,Ni no Kuni - Wrath of the White Witch,55.46,78.04,68.94,22.58,0.43,0.29,78.04,0.43,67,-0.17
1712,Reus,157.87,183.14,172.40,25.27,0.43,0.14,183.14,0.43,171,-0.07
1260,Metal Gear Solid - The Twin Snakes,91.23,119.22,107.12,27.99,0.43,0.23,119.22,0.43,105,-0.13
2481,What the Golf,101.14,143.94,126.07,42.8,0.43,0.30,143.94,0.43,123,-0.18
1516,Peglin,79.88,132.93,111.40,53.05,0.43,0.40,132.93,0.43,106,-0.25
1916,Sonic Generations,155.57,160.31,158.62,4.74,0.44,0.03,160.31,0.44,158,-0.02
1335,Moving Out,139.85,146.89,144.25,7.04,0.44,0.05,146.89,0.44,143,-0.02
691,Fear Effect 2 - Retro Helix,47.99,55.63,52.98,7.64,0.44,0.14,55.63,0.44,52,-0.08
2193,The Legend of Zelda - Spirit Tracks,139.27,148.25,145.20,8.98,0.44,0.06,148.25,0.44,144,-0.03
1561,Pokemon Legends Arceus,125.36,135.90,132.05,10.54,0.44,0.08,135.90,0.44,131,-0.04
1590,PowerWash Simulator,120.43,131.54,127.61,11.11,0.44,0.08,131.54,0.44,126,-0.04
709,Final Fantasy Crystal Chronicles - Echoes of Time,171.17,183.28,179.01,12.11,0.44,0.07,183.28,0.44,177,-0.03
1297,Minute of Islands,144.76,158.97,153.90,14.21,0.44,0.09,158.97,0.44,152,-0.05
1914,Sonic Colors,100.94,117.07,111.48,16.13,0.44,0.14,117.07,0.44,109,-0.07
1183,Mages of Mystralia,61.21,81.17,73.64,19.96,0.44,0.25,81.17,0.44,71,-0.14
793,Garden Story,141.66,170.25,160.09,28.59,0.44,0.17,170.25,0.44,156,-0.09
57,Akimbot,86.72,117.41,105.94,30.69,0.44,0.26,117.41,0.44,102,-0.15
1018,Ittle Dew 2,112.80,145.22,134.50,32.42,0.44,0.22,145.22,0.44,129,-0.13
534,Dodgeball Academia,119.33,151.80,140.97,32.47,0.44,0.21,151.80,0.44,136,-0.12
2554,Yoshi's Crafted World,99.08,132.69,119.83,33.61,0.44,0.25,132.69,0.44,116,-0.15
1078,Kirby's Extra Epic Yarn,129.41,163.18,151.45,33.77,0.44,0.21,163.18,0.44,146,-0.12
1744,Ruined King - A League of Legends Story,53.00,107.93,89.56,54.93,0.44,0.51,107.93,0.44,80,-0.35
2226,The Rewinder,22.06,26.79,25.47,4.73,0.45,0.18,26.79,0.45,24,-0.10
2412,Valdis Story Abyssal City,85.24,91.31,89.66,6.07,0.45,0.07,91.31,0.45,88,-0.03
354,Clock Tower,98.69,106.80,104.21,8.11,0.45,0.08,106.80,0.45,103,-0.04
246,Bo - Path of the Teal Lotus,132.19,143.06,139.70,10.87,0.45,0.08,143.06,0.45,138,-0.04
222,Blades of Time,95.28,113.05,108.25,17.77,0.45,0.16,113.05,0.45,104,-0.09
2514,Wonder Boy Collection,131.96,155.45,148.46,23.49,0.45,0.15,155.45,0.45,144,-0.08
2071,Tactical Breach Wizards,57.59,84.49,75.70,26.9,0.45,0.32,84.49,0.45,71,-0.19
1888,Slice of Sea,146.38,174.66,166.94,28.28,0.45,0.16,174.66,0.45,161,-0.09
812,Ghost Trick - Phantom Detective,44.86,82.15,70.54,37.29,0.45,0.45,82.15,0.45,64,-0.30
386,CounterSpy,82.37,146.79,127.05,64.42,0.45,0.44,146.79,0.45,115,-0.28
694,Feudal Alloy,156.99,162.20,160.86,5.21,0.46,0.03,162.20,0.46,160,-0.02
858,Gravity Rush 2,113.53,119.26,117.99,5.73,0.46,0.05,119.26,0.46,116,-0.02
1768,Sally Face,62.60,71.44,69.11,8.84,0.46,0.12,71.44,0.46,67,-0.07
498,Devil Slayer Raksasi,84.74,96.70,93.95,11.96,0.46,0.12,96.70,0.46,91,-0.07
75,Anachronox,87.78,100.11,97.18,12.33,0.46,0.12,100.11,0.46,94,-0.07
2018,Sunless Sea,29.40,45.70,42.05,16.3,0.46,0.36,45.70,0.46,38,-0.22
2335,Transistor,78.48,95.55,91.61,17.07,0.46,0.18,95.55,0.46,87,-0.10
338,Children of Morta,66.97,84.04,80.01,17.07,0.46,0.20,84.04,0.46,76,-0.11
398,Crash Team Racing - Nitro-Fueled,113.33,134.40,129.96,21.07,0.46,0.16,134.40,0.46,124,-0.09
446,Daydream - Forgotten Sorrow,45.96,68.50,63.06,22.54,0.46,0.33,68.50,0.46,57,-0.20
1943,Spirit of the North,86.23,115.19,108.54,28.96,0.46,0.25,115.19,0.46,101,-0.15
2122,The Adventure Pals,84.03,119.91,111.98,35.88,0.46,0.30,119.91,0.46,102,-0.18
2365,Two Point Hospital,91.69,133.64,124.52,41.95,0.46,0.31,133.64,0.46,113,-0.19
2013,Summer in Mara,142.17,185.01,175.98,42.84,0.46,0.23,185.01,0.46,164,-0.13
1021,Jack Move,68.22,117.72,104.58,49.5,0.46,0.42,117.72,0.46,93,-0.27
2472,Webbed,84.47,135.13,123.19,50.66,0.46,0.37,135.13,0.46,110,-0.23
2553,Yoshi Touch & Go,86.97,139.38,125.70,52.41,0.46,0.38,139.38,0.46,113,-0.23
1190,Mario & Luigi - Dream Team,187.62,190.41,189.85,2.79,0.47,0.01,190.41,0.47,189,-0.01
2272,This War of Mine,53.04,58.21,57.33,5.17,0.47,0.09,58.21,0.47,56,-0.05
576,Dragon Quest XI - Echoes of an Elusive Age,124.50,130.04,129.07,5.54,0.47,0.04,130.04,0.47,127,-0.02
2417,Valkyria Chronicles,114.13,121.09,119.81,6.96,0.47,0.06,121.09,0.47,118,-0.03
205,Binary Domain,91.10,98.22,96.76,7.12,0.47,0.07,98.22,0.47,95,-0.04
441,Darkwood,14.47,22.72,21.48,8.25,0.47,0.36,22.72,0.47,19,-0.23
454,Dead Space 2,27.34,36.81,35.21,9.47,0.47,0.26,36.81,0.47,32,-0.15
1648,Rain,57.84,70.94,68.81,13.1,0.47,0.18,70.94,0.47,64,-0.10
2236,The Simpsons - Hit and Run,111.82,129.43,126.43,17.61,0.47,0.14,129.43,0.47,121,-0.07
705,Figment,68.42,95.05,89.95,26.63,0.47,0.28,95.05,0.47,82,-0.16
2115,Terra Nil,114.92,148.01,142.98,33.09,0.47,0.22,148.01,0.47,131,-0.13
60,Alba - A Wildlife Adventure,130.74,168.09,162.02,37.35,0.47,0.22,168.09,0.47,149,-0.13
1485,Oxygen Not Included,86.73,124.43,116.57,37.7,0.47,0.30,124.43,0.47,106,-0.18
1617,Psychonauts 2,31.94,75.58,66.94,43.64,0.47,0.58,75.58,0.47,54,-0.41
1975,Stardew Valley,77.82,124.60,116.18,46.78,0.47,0.38,124.60,0.47,101,-0.23
977,Icewind Dale II,33.55,39.34,38.65,5.79,0.48,0.15,39.34,0.48,36,-0.08
365,Command & Conquer Generals - Zero Hour,99.28,105.48,104.62,6.2,0.48,0.06,105.48,0.48,102,-0.03
985,Immortals Fenyx Rising,132.88,139.12,138.37,6.24,0.48,0.04,139.12,0.48,136,-0.02
2432,Victor Vran,82.62,92.74,91.67,10.12,0.48,0.11,92.74,0.48,88,-0.06
1097,Last Window The Secret of Cape West,48.31,59.89,58.68,11.58,0.48,0.19,59.89,0.48,54,-0.11
2430,Vernal Edge,127.61,140.40,139.16,12.79,0.48,0.09,140.40,0.48,134,-0.05
402,Crazy Taxi,119.54,135.61,134.00,16.07,0.48,0.12,135.61,0.48,128,-0.06
1151,Lost Ruins,53.36,71.64,69.05,18.28,0.48,0.26,71.64,0.48,63,-0.15
2205,The Lord of the Rings - The Two Towers,63.58,83.01,80.51,19.43,0.48,0.23,83.01,0.48,73,-0.13
1478,Overcooked 2,108.08,131.96,129.76,23.88,0.48,0.18,131.96,0.48,120,-0.10
1983,Steelrising,71.04,96.75,93.56,25.71,0.48,0.27,96.75,0.48,84,-0.16
2155,The Falconeer,106.72,136.98,133.44,30.26,0.48,0.22,136.98,0.48,122,-0.13
1711,Reus 2,111.31,145.71,140.67,34.4,0.48,0.24,145.71,0.48,129,-0.13
2194,The Legend of Zelda - Tears of the Kingdom,119.88,159.78,155.21,39.9,0.48,0.25,159.78,0.48,140,-0.14
2161,The Gardens Between,86.28,130.10,124.31,43.82,0.48,0.34,130.10,0.48,108,-0.20
263,Bramble - The Mountain King,50.12,95.04,90.98,44.92,0.48,0.47,95.04,0.48,73,-0.31
1093,Lake,116.49,165.23,159.02,48.74,0.48,0.30,165.23,0.48,141,-0.17
1152,Lost Sphear,108.74,160.33,154.56,51.59,0.48,0.32,160.33,0.48,135,-0.19
1016,Islets,82.07,139.30,131.16,57.23,0.48,0.41,139.30,0.48,111,-0.26
1555,Planet of Lana,116.29,173.64,165.90,57.35,0.48,0.33,173.64,0.48,145,-0.20
443,Dave the Diver,108.43,166.39,159.93,57.96,0.48,0.35,166.39,0.48,137,-0.21
2446,Wall World,70.44,131.05,123.24,60.61,0.48,0.46,131.05,0.48,101,-0.30
1198,Mario Golf - World Tour,65.12,132.77,123.35,67.65,0.48,0.51,132.77,0.48,99,-0.35
1431,Obscure - The Aftermath,57.27,69.17,68.77,11.9,0.49,0.17,69.17,0.49,63,-0.10
2228,The Room - Old Sins,39.77,52.74,52.13,12.97,0.49,0.25,52.74,0.49,46,-0.14
1161,Luigi's Mansion,87.48,101.98,101.52,14.5,0.49,0.14,101.98,0.49,95,-0.08
2390,Unheard,27.00,41.64,40.76,14.64,0.49,0.35,41.64,0.49,34,-0.22
1709,Returnal,37.13,51.89,51.08,14.76,0.49,0.28,51.89,0.49,45,-0.17
2501,Wipeout Pulse,67.37,84.17,82.78,16.8,0.49,0.20,84.17,0.49,76,-0.11
2572,Zero Escape - Virtue's Last Reward,58.41,75.55,74.28,17.14,0.49,0.23,75.55,0.49,67,-0.13
1806,Shadow Gambit - The Cursed Crew,47.01,69.22,68.22,22.21,0.49,0.32,69.22,0.49,58,-0.19
1645,Rain on Your Parade,82.97,114.80,112.85,31.83,0.49,0.28,114.80,0.49,99,-0.16
2173,The Last Campfire,32.58,68.12,65.92,35.54,0.49,0.52,68.12,0.49,50,-0.36
1003,INMOST,85.71,131.62,128.03,45.91,0.49,0.35,131.62,0.49,109,-0.21
320,Cat Quest,107.57,154.48,150.40,46.91,0.49,0.30,154.48,0.49,131,-0.18
2349,Trine,36.05,90.79,87.88,54.74,0.49,0.60,90.79,0.49,63,-0.44
350,Clash - Artifacts of Chaos,83.46,138.21,134.40,54.75,0.49,0.40,138.21,0.49,111,-0.25
1106,Legend of Grimrock,24.06,29.10,28.99,5.04,0.50,0.17,29.10,0.50,27,-0.10
2227,The Riftbreaker,77.05,86.99,87.26,10.21,0.50,0.12,87.26,0.50,82,-0.06
2342,Triangle Strategy,125.99,137.16,137.08,11.17,0.50,0.08,137.16,0.50,132,-0.04
2052,Surmount - A Mountain Climbing Adventure,69.10,80.84,80.89,11.79,0.50,0.15,80.89,0.50,75,-0.08
908,Harvest Moon - Sunshine Islands,148.37,161.84,162.22,13.85,0.50,0.09,162.22,0.50,155,-0.04
2220,The Pathless,46.36,62.06,62.50,16.14,0.50,0.26,62.50,0.50,54,-0.15
197,Beautiful Desolation,84.40,101.98,102.44,18.04,0.50,0.18,102.44,0.50,93,-0.10
2069,System Shock,26.69,49.17,48.88,22.48,0.50,0.46,49.17,0.50,38,-0.30
2293,Tiny Thor,119.97,143.04,143.41,23.44,0.50,0.16,143.41,0.50,132,-0.09
1374,Neighbors from Hell 2 - On Vacation,100.52,124.04,123.66,23.52,0.50,0.19,124.04,0.50,112,-0.11
1519,Pepper Grinder,117.20,142.35,142.24,25.15,0.50,0.18,142.35,0.50,130,-0.10
1048,Kathy Rain,28.99,55.59,55.71,26.72,0.50,0.48,55.71,0.50,42,-0.32
2015,Summoner,112.66,139.67,139.81,27.15,0.50,0.19,139.81,0.50,126,-0.11
1482,Owlboy,124.00,154.30,154.78,30.78,0.50,0.20,154.78,0.50,139,-0.11
837,Golf Story,93.82,135.03,134.94,41.21,0.50,0.31,135.03,0.50,114,-0.18
2028,Super Mario 64,132.70,175.29,175.26,42.59,0.50,0.24,175.29,0.50,154,-0.14
1079,Klonoa - Door to Phantomile,124.51,125.54,125.61,1.1,0.51,0.01,125.61,0.51,125,0.00
2304,Tom Clancy's Ghost Recon - Future Soldier,139.64,144.30,144.51,4.87,0.51,0.03,144.51,0.51,142,-0.02
2422,Vampire - The Masquerade Bloodlines,52.35,58.55,59.03,6.68,0.51,0.11,59.03,0.51,56,-0.06
1542,Picross 3D,202.04,209.23,209.62,7.58,0.51,0.04,209.62,0.51,206,-0.02
192,Beacon,13.69,20.97,21.49,7.8,0.51,0.36,21.49,0.51,18,-0.23
